prefix,year,season,label,folder,date,drone_serial,camera_serial,frames,photos,start_utc,edge_px,fine_detail,wide_share,fnumber,focus_mm,focus_finite_share,focus_values,drone,soft
surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606301005_007_9/,2026,summer,M3M-blue,DJI_202606301005_007_9,20260630,1581F5FK324BE00CS1SX,493OL944AB0594,20,453,2026-06-30 16:11:54.613621+00:00,3.86444282323808,0.40892188251018524,0.55,2.8,9228.0,1.0,1,blue,True
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221013_001_16/,2026,summer,M3M-green,DJI_202606221013_001_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,474,2026-06-22 16:19:30.250898+00:00,2.81435306897679,1.1153200268745422,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221038_002_16/,2026,summer,M3M-green,DJI_202606221038_002_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,493,2026-06-22 16:44:03.012626+00:00,2.7638279656787716,1.2064875960350037,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221104_003_16/,2026,summer,M3M-green,DJI_202606221104_003_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,309,2026-06-22 17:10:36.535654+00:00,2.6601839689829587,1.3832977414131165,0.0,4.0,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221130_004_16/,2026,summer,M3M-green,DJI_202606221130_004_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,474,2026-06-22 17:37:40.079771+00:00,2.7737812151740107,1.3102447986602783,0.0,4.0,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221159_006_16/,2026,summer,M3M-green,DJI_202606221159_006_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,466,2026-06-22 18:05:46.167091+00:00,3.1625892245463545,0.8113026916980743,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221225_007_16/,2026,summer,M3M-green,DJI_202606221225_007_16,20260622,1581F5FK324B100CS0ZN,493OK984AB00LH,20,176,2026-06-22 18:30:33.591368+00:00,3.0350493341546905,1.051974356174469,0.0,4.0,23052.0,1.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231039_001_6/,2026,summer,M3M-green,DJI_202606231039_001_6,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,617,2026-06-23 16:45:04.672220+00:00,3.1557413232136673,0.33460670709609985,0.0,3.0,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231107_003_6/,2026,summer,M3M-green,DJI_202606231107_003_6,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,613,2026-06-23 17:12:24.708696+00:00,2.7494090971756076,0.6831618547439575,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231135_004_6/,2026,summer,M3M-green,DJI_202606231135_004_6,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,620,2026-06-23 17:39:23.866232+00:00,2.83571869233085,0.8723699152469635,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231203_005_6/,2026,summer,M3M-green,DJI_202606231203_005_6,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,483,2026-06-23 18:07:01.569490+00:00,2.8769567596702084,0.7847735285758972,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231304_006_0/,2026,summer,M3M-green,DJI_202606231304_006_0,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,596,2026-06-23 19:11:05.650678+00:00,2.790092100649977,1.4905248880386353,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231332_007_0/,2026,summer,M3M-green,DJI_202606231332_007_0,20260623,1581F5FK324B100CS0ZN,493OK984AB00LH,20,282,2026-06-23 19:36:47.300720+00:00,2.9225193665020583,1.2223759293556211,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241105_008_11/,2026,summer,M3M-green,DJI_202606241105_008_11,20260624,1581F5FK324B100CS0ZN,493OK984AB00LH,20,603,2026-06-24 17:10:18.753859+00:00,2.8554497981973173,0.9859702587127687,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241131_009_11/,2026,summer,M3M-green,DJI_202606241131_009_11,20260624,1581F5FK324B100CS0ZN,493OK984AB00LH,20,507,2026-06-24 17:34:56.424260+00:00,2.8071507179385637,1.142383098602295,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241157_010_11/,2026,summer,M3M-green,DJI_202606241157_010_11,20260624,1581F5FK324B100CS0ZN,493OK984AB00LH,20,491,2026-06-24 18:01:38.582710+00:00,3.5842015112964827,0.41534219682216644,0.25,3.5,6594.0,1.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241220_011_11/,2026,summer,M3M-green,DJI_202606241220_011_11,20260624,1581F5FK324B100CS0ZN,493OK984AB00LH,20,465,2026-06-24 18:25:59.152230+00:00,3.026851270229259,0.8406173586845398,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241244_012_11/,2026,summer,M3M-green,DJI_202606241244_012_11,20260624,1581F5FK324B100CS0ZN,493OK984AB00LH,20,396,2026-06-24 18:48:52.184523+00:00,2.985119087476526,0.9239223003387451,0.0,4.0,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251122_013_14/,2026,summer,M3M-green,DJI_202606251122_013_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,592,2026-06-25 17:28:43.756972+00:00,3.1464372255372615,0.7596448659896851,0.05,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251151_014_14/,2026,summer,M3M-green,DJI_202606251151_014_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,227,2026-06-25 17:55:37.232179+00:00,3.0668981970232436,0.9028971195220947,0.05,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251226_015_14/,2026,summer,M3M-green,DJI_202606251226_015_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,69,2026-06-25 18:29:20.212956+00:00,3.5055411065416378,0.4551915824413299,0.25,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251239_016_14/,2026,summer,M3M-green,DJI_202606251239_016_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,309,2026-06-25 18:43:42.131784+00:00,5.312246583820256,0.1322692409157753,1.0,2.8,3303.0,1.0,1,green,True
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251255_017_14/,2026,summer,M3M-green,DJI_202606251255_017_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,639,2026-06-25 19:00:08.864852+00:00,3.1642902602880922,0.8935048580169678,0.05,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606251323_019_14/,2026,summer,M3M-green,DJI_202606251323_019_14,20260625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,522,2026-06-25 19:28:11.665745+00:00,2.9379149704699117,0.9392607808113098,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606261057_001_4/,2026,summer,M3M-green,DJI_202606261057_001_4,20260626,1581F5FK324B100CS0ZN,493OK984AB00LH,20,200,2026-06-26 17:01:59.928345+00:00,2.71781239267992,1.274211823940277,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300849_002_4/,2026,summer,M3M-green,DJI_202606300849_002_4,20260630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,547,2026-06-30 14:54:56.335576+00:00,2.63954904725093,1.9004039764404297,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300916_003_4/,2026,summer,M3M-green,DJI_202606300916_003_4,20260630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,500,2026-06-30 15:23:17.222549+00:00,2.528278948895883,1.8347041010856628,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300942_004_4/,2026,summer,M3M-green,DJI_202606300942_004_4,20260630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,485,2026-06-30 15:48:59.598845+00:00,2.6978943260253647,1.7169679403305054,0.0,2.8,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606301009_006_4/,2026,summer,M3M-green,DJI_202606301009_006_4,20260630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,566,2026-06-30 16:15:34.606242+00:00,2.715174700724894,1.5228972434997559,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606301036_008_4/,2026,summer,M3M-green,DJI_202606301036_008_4,20260630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,72,2026-06-30 16:40:00.636661+00:00,2.795973872177856,1.2430179119110107,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607010952_009_3/,2026,summer,M3M-green,DJI_202607010952_009_3,20260701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,605,2026-07-01 15:56:19.324869+00:00,3.1116388069046654,0.905703604221344,0.0,3.35,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607011018_010_3/,2026,summer,M3M-green,DJI_202607011018_010_3,20260701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,616,2026-07-01 16:23:43.823211+00:00,2.6998143594562745,1.1890729069709778,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607011047_012_3/,2026,summer,M3M-green,DJI_202607011047_012_3,20260701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,523,2026-07-01 16:52:36.179197+00:00,2.7251105615728024,0.6727275550365448,0.0,3.2,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607011113_014_3/,2026,summer,M3M-green,DJI_202607011113_014_3,20260701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,455,2026-07-01 17:18:06.117668+00:00,2.923379928190614,0.47068218886852264,0.0,3.5,,0.0,1,green,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606221004_001_17/,2026,summer,M3M-red,DJI_202606221004_001_17,20260622,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,312,2026-06-22 16:11:31.524140+00:00,2.8109798024518566,1.0859224200248718,0.0,3.2,11532.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606221031_003_17/,2026,summer,M3M-red,DJI_202606221031_003_17,20260622,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,370,2026-06-22 16:37:49.766501+00:00,2.6929894507168006,1.2270810008049011,0.0,3.5,15371.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606221102_005_17/,2026,summer,M3M-red,DJI_202606221102_005_17,20260622,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,242,2026-06-22 17:10:33.255802+00:00,2.6303022305295647,1.4480760097503662,0.0,3.75,23052.0,0.7,2,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606221132_007_17/,2026,summer,M3M-red,DJI_202606221132_007_17,20260622,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,299,2026-06-22 17:39:00.574867+00:00,2.6495240151890744,1.227912724018097,0.0,4.0,23052.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606221158_009_17/,2026,summer,M3M-red,DJI_202606221158_009_17,20260622,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,44,2026-06-22 18:03:11.894785+00:00,2.5622399411327335,1.2550553679466248,0.0,2.8,23052.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231022_001_2/,2026,summer,M3M-red,DJI_202606231022_001_2,20260623,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,421,2026-06-23 16:28:36.875834+00:00,2.7794020187601953,0.7937869429588318,0.0,3.0,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231051_003_2/,2026,summer,M3M-red,DJI_202606231051_003_2,20260623,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,398,2026-06-23 17:00:07.622287+00:00,2.710383071234076,0.8656525313854218,0.0,3.2,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231124_005_2/,2026,summer,M3M-red,DJI_202606231124_005_2,20260623,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,333,2026-06-23 17:30:34.287422+00:00,2.742046783876156,0.7287287414073944,0.0,3.5,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606241108_006_12/,2026,summer,M3M-red,DJI_202606241108_006_12,20260624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,481,2026-06-24 17:15:33.473617+00:00,2.8137596559244793,0.6299070119857788,0.0,3.5,15371.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606241140_008_12/,2026,summer,M3M-red,DJI_202606241140_008_12,20260624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,472,2026-06-24 17:44:03.351498+00:00,2.7591967639267527,0.9170458912849426,0.0,3.5,46092.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606241210_010_12/,2026,summer,M3M-red,DJI_202606241210_010_12,20260624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,284,2026-06-24 18:15:21.095301+00:00,2.7704516761930407,1.0381161570549011,0.0,3.75,23052.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606250959_011_18/,2026,summer,M3M-red,DJI_202606250959_011_18,20260625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,430,2026-06-25 16:03:34.181332+00:00,3.0166949191008365,0.8040777146816254,0.0,3.5,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251026_013_18/,2026,summer,M3M-red,DJI_202606251026_013_18,20260625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,476,2026-06-25 16:30:11.950199+00:00,2.937112947749108,1.149905264377594,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251056_014_18/,2026,summer,M3M-red,DJI_202606251056_014_18,20260625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,91,2026-06-25 17:00:40.949459+00:00,4.451757873158915,0.19771414995193476,0.95,3.35,,0.0,1,red,True
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251241_015_13/,2026,summer,M3M-red,DJI_202606251241_015_13,20260625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,500,2026-06-25 18:45:41.556723+00:00,3.044532539776154,1.0687902569770813,0.0,3.0,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251311_016_13/,2026,summer,M3M-red,DJI_202606251311_016_13,20260625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,315,2026-06-25 19:15:22.962514+00:00,2.927448877524987,0.8716329336166382,0.0,4.0,23052.0,0.95,3,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606261048_001_10/,2026,summer,M3M-red,DJI_202606261048_001_10,20260626,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,271,2026-06-26 16:56:04.013883+00:00,2.6382763793061934,1.3723157048225403,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300842_003_10/,2026,summer,M3M-red,DJI_202606300842_003_10,20260630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,345,2026-06-30 14:48:49.148940+00:00,2.593504142075164,1.7231609225273132,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300908_005_10/,2026,summer,M3M-red,DJI_202606300908_005_10,20260630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,335,2026-06-30 15:13:54.142495+00:00,2.660946049392551,1.6882437467575073,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300933_007_10/,2026,summer,M3M-red,DJI_202606300933_007_10,20260630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,352,2026-06-30 15:38:47.072624+00:00,2.700913105155678,1.680038332939148,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300959_009_10/,2026,summer,M3M-red,DJI_202606300959_009_10,20260630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,294,2026-06-30 16:04:12.424018+00:00,2.8531168397577615,1.4484549164772034,0.0,3.0,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606301025_010_10/,2026,summer,M3M-red,DJI_202606301025_010_10,20260630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,315,2026-06-30 16:30:41.382076+00:00,2.8880035254381724,1.4759621620178223,0.0,3.2,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607010956_011_8/,2026,summer,M3M-red,DJI_202607010956_011_8,20260701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,527,2026-07-01 16:00:04.201914+00:00,2.6854253520191165,1.377232849597931,0.0,2.8,,0.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011027_013_8/,2026,summer,M3M-red,DJI_202607011027_013_8,20260701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,468,2026-07-01 16:30:17.204887+00:00,2.7959774840383984,1.1956722140312195,0.0,3.5,23052.0,1.0,1,red,False
surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011054_015_8/,2026,summer,M3M-red,DJI_202607011054_015_8,20260701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,326,2026-07-01 16:57:41.708286+00:00,2.7091467871427084,1.2297598719596863,0.0,3.2,15371.0,1.0,1,red,False
