prefix,year,season,label,folder,date,drone_serial,camera_serial,frames,photos,start_utc,edge_px,fine_detail,wide_share,fnumber,focus_mm,focus_finite_share,focus_values,drone,soft
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011238_007_19/,2025,summer,M3M-blue,DJI_202507011238_007_19,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,651,2025-07-01 18:42:25.184964+00:00,3.0168934170022004,1.0834291577339172,0.0,4.25,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011307_009_19/,2025,summer,M3M-blue,DJI_202507011307_009_19,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,519,2025-07-01 19:11:27.124335+00:00,3.0461534039588747,0.918581634759903,0.0,4.25,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011330_010_19/,2025,summer,M3M-blue,DJI_202507011330_010_19,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,135,2025-07-01 19:33:34.689681+00:00,3.071881365565744,0.9630237221717834,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021036_011_20/,2025,summer,M3M-blue,DJI_202507021036_011_20,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,650,2025-07-02 16:41:14.676935+00:00,3.7032570987665023,0.4247324019670486,0.35,2.8,,0.0,1,blue,True
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021104_012_20/,2025,summer,M3M-blue,DJI_202507021104_012_20,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,545,2025-07-02 17:08:32.185834+00:00,3.1584274068688574,0.888617604970932,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021133_013_20/,2025,summer,M3M-blue,DJI_202507021133_013_20,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,405,2025-07-02 17:37:43.474305+00:00,2.933950422746963,1.0793957114219666,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021322_014_10/,2025,summer,M3M-blue,DJI_202507021322_014_10,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,490,2025-07-02 19:28:17.763054+00:00,3.0085485994375336,0.9835279285907745,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021351_015_10/,2025,summer,M3M-blue,DJI_202507021351_015_10,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,503,2025-07-02 19:56:11.877130+00:00,3.0671662095258405,0.8606130480766296,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021418_017_10/,2025,summer,M3M-blue,DJI_202507021418_017_10,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,516,2025-07-02 20:23:34.139132+00:00,3.0357282522343665,0.8548005223274231,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021446_019_10/,2025,summer,M3M-blue,DJI_202507021446_019_10,20250702,1581F5FK324BE00CS1SX,493OL944AB0594,20,429,2025-07-02 20:51:57.204795+00:00,3.064627321068917,0.9680844843387604,0.0,4.4,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507161132_020_1/,2025,summer,M3M-blue,DJI_202507161132_020_1,20250716,1581F5FK324BE00CS1SX,493OL944AB0594,20,652,2025-07-16 17:36:17.809473+00:00,2.9278452678041194,0.9334868490695952,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507161200_021_1/,2025,summer,M3M-blue,DJI_202507161200_021_1,20250716,1581F5FK324BE00CS1SX,493OL944AB0594,20,699,2025-07-16 18:03:47.581250+00:00,2.973319920179395,1.0652201175689697,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507161228_022_1/,2025,summer,M3M-blue,DJI_202507161228_022_1,20250716,1581F5FK324BE00CS1SX,493OL944AB0594,20,147,2025-07-16 18:32:21.365894+00:00,2.966732409493819,1.0763955116271973,0.0,3.75,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506251053_011_6/,2025,summer,M3M-green,DJI_202506251053_011_6,20250625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,274,2025-06-25 17:03:13.204237+00:00,2.6175745922883378,0.9013341665267944,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506251116_012_6/,2025,summer,M3M-green,DJI_202506251116_012_6,20250625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,472,2025-06-25 17:23:16.688327+00:00,4.620460677713291,0.10131769999861709,1.0,2.8,5132.0,1.0,1,green,True
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506251142_013_6/,2025,summer,M3M-green,DJI_202506251142_013_6,20250625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,475,2025-06-25 17:47:43.862065+00:00,3.869943694528848,0.18472223728895185,0.5,2.8,9228.0,1.0,1,green,True
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506251206_015_6/,2025,summer,M3M-green,DJI_202506251206_015_6,20250625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,533,2025-06-25 18:11:03.008549+00:00,3.2288026663382183,0.4032970368862152,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506251232_016_6/,2025,summer,M3M-green,DJI_202506251232_016_6,20250625,1581F5FK324B100CS0ZN,493OK984AB00LH,20,352,2025-06-25 18:38:52.604509+00:00,2.9427150963226865,0.8516621887683868,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506261118_017_12/,2025,summer,M3M-green,DJI_202506261118_017_12,20250626,1581F5FK324B100CS0ZN,493OK984AB00LH,20,636,2025-06-26 17:23:27.739071+00:00,2.9608112329497276,0.47818349301815033,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506261146_018_12/,2025,summer,M3M-green,DJI_202506261146_018_12,20250626,1581F5FK324B100CS0ZN,493OK984AB00LH,20,604,2025-06-26 17:51:10.437929+00:00,2.7602267175323405,0.6147270798683167,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506261213_019_12/,2025,summer,M3M-green,DJI_202506261213_019_12,20250626,1581F5FK324B100CS0ZN,493OK984AB00LH,20,490,2025-06-26 18:18:01.164069+00:00,3.2321530866779495,0.5471149981021881,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506301031_020_8/,2025,summer,M3M-green,DJI_202506301031_020_8,20250630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,710,2025-06-30 16:35:59.603827+00:00,3.0159373736496233,1.161875605583191,0.0,3.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506301100_021_8/,2025,summer,M3M-green,DJI_202506301100_021_8,20250630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,681,2025-06-30 17:05:31.050082+00:00,3.0083489246098303,1.0328023731708527,0.0,3.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506301129_022_8/,2025,summer,M3M-green,DJI_202506301129_022_8,20250630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,402,2025-06-30 17:32:11.838666+00:00,2.695444316999901,0.8434499800205231,0.0,3.75,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/_repeat/,2025,summer,M3M-green,_repeat,20250630,1581F5FK324B100CS0ZN,493OK984AB00LH,20,2107,2025-06-30 18:43:09.260364+00:00,2.934034505942826,0.6573737561702728,0.0,3.75,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011019_011_13/,2025,summer,M3M-green,DJI_202507011019_011_13,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,566,2025-07-01 16:25:14.095380+00:00,3.1408063274126055,0.9988388121128082,0.0,3.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011046_012_13/,2025,summer,M3M-green,DJI_202507011046_012_13,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,499,2025-07-01 16:50:49.502908+00:00,2.9648014558295674,1.0012430250644684,0.0,3.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011115_013_13/,2025,summer,M3M-green,DJI_202507011115_013_13,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,40,2025-07-01 17:19:33.040866+00:00,2.755160828579788,0.7674976289272308,0.0,3.0,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011213_014_15/,2025,summer,M3M-green,DJI_202507011213_014_15,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,617,2025-07-01 18:18:11.116799+00:00,3.0637329919010563,1.3122807741165161,0.0,4.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011240_015_15/,2025,summer,M3M-green,DJI_202507011240_015_15,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,567,2025-07-01 18:45:15.146901+00:00,3.059208394902217,1.0702171921730042,0.0,4.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011305_016_15/,2025,summer,M3M-green,DJI_202507011305_016_15,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,586,2025-07-01 19:10:08.648105+00:00,2.920867985822749,1.1564218401908875,0.0,4.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011332_017_15/,2025,summer,M3M-green,DJI_202507011332_017_15,20250701,1581F5FK324B100CS0ZN,493OK984AB00LH,20,394,2025-07-01 19:35:32.377362+00:00,2.8585976005570477,1.341456413269043,0.0,4.5,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021031_018_17/,2025,summer,M3M-green,DJI_202507021031_018_17,20250702,1581F5FK324B100CS0ZN,493OK984AB00LH,20,536,2025-07-02 16:36:47.096219+00:00,2.676628088629874,1.1418282985687256,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021057_019_17/,2025,summer,M3M-green,DJI_202507021057_019_17,20250702,1581F5FK324B100CS0ZN,493OK984AB00LH,20,456,2025-07-02 17:04:46.462010+00:00,3.1197590505259516,0.6324277222156525,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021130_021_17/,2025,summer,M3M-green,DJI_202507021130_021_17,20250702,1581F5FK324B100CS0ZN,493OK984AB00LH,20,320,2025-07-02 17:37:48.662292+00:00,2.6797448114629043,1.1036874651908875,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021154_022_17/,2025,summer,M3M-green,DJI_202507021154_022_17,20250702,1581F5FK324B100CS0ZN,493OK984AB00LH,20,343,2025-07-02 18:03:06.911617+00:00,2.7520856546228627,1.1683009266853333,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021220_024_17/,2025,summer,M3M-green,DJI_202507021220_024_17,20250702,1581F5FK324B100CS0ZN,493OK984AB00LH,20,60,2025-07-02 18:26:33.445910+00:00,2.750196577129392,0.8871964514255524,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/_aborted/,2025,summer,M3M-red,_aborted,20250624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,175,2025-06-24 17:01:01.465515+00:00,3.4631085627046216,0.8606056571006775,0.0,3.5,4620.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241132_009_9/,2025,summer,M3M-red,DJI_202506241132_009_9,20250624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,529,2025-06-24 17:40:49.081559+00:00,3.1537332260640243,0.9509625732898712,0.0,4.0,23052.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241207_010_9/,2025,summer,M3M-red,DJI_202506241207_010_9,20250624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,569,2025-06-24 18:11:57.514556+00:00,3.1325399538497,1.1559275388717651,0.0,4.0,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241239_012_9/,2025,summer,M3M-red,DJI_202506241239_012_9,20250624,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,433,2025-06-24 18:43:39.401010+00:00,3.0444160071822726,1.036991149187088,0.0,4.0,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251101_013_2/,2025,summer,M3M-red,DJI_202506251101_013_2,20250625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,434,2025-06-25 17:07:58.656791+00:00,2.774047877877522,0.8138391971588135,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251132_015_2/,2025,summer,M3M-red,DJI_202506251132_015_2,20250625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,547,2025-06-25 17:36:39.168873+00:00,3.522215592762313,0.3926610201597214,0.0,2.8,3851.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251202_017_2/,2025,summer,M3M-red,DJI_202506251202_017_2,20250625,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,241,2025-06-25 18:05:57.039008+00:00,3.1846917158340826,0.5079909861087799,0.0,2.8,5132.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261110_018_7/,2025,summer,M3M-red,DJI_202506261110_018_7,20250626,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,507,2025-06-26 17:17:42.561329+00:00,2.620806457328878,0.7354492843151093,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261143_020_7/,2025,summer,M3M-red,DJI_202506261143_020_7,20250626,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,224,2025-06-26 17:47:09.993028+00:00,2.628278572165505,0.7937256097793579,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301033_021_0/,2025,summer,M3M-red,DJI_202506301033_021_0,20250630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,399,2025-06-30 16:40:01.444240+00:00,2.799714591083414,1.612899124622345,0.0,3.5,23052.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301103_022_0/,2025,summer,M3M-red,DJI_202506301103_022_0,20250630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,177,2025-06-30 17:08:44.239107+00:00,2.700190007306855,1.5975094437599182,0.0,4.0,23052.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301230_023_5/,2025,summer,M3M-red,DJI_202506301230_023_5,20250630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,509,2025-06-30 18:34:29.819982+00:00,3.1509153319317376,0.9098171293735504,0.0,4.0,9228.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301301_025_5/,2025,summer,M3M-red,DJI_202506301301_025_5,20250630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,511,2025-06-30 19:05:43.937519+00:00,3.0833573362125515,1.0038174986839294,0.0,4.5,46092.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301333_027_5/,2025,summer,M3M-red,DJI_202506301333_027_5,20250630,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,460,2025-06-30 19:38:16.872017+00:00,3.09923189181659,1.1036847829818726,0.0,4.5,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011008_008_14/,2025,summer,M3M-red,DJI_202507011008_008_14,20250701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,494,2025-07-01 16:13:53.193035+00:00,3.114329697579863,1.0731291770935059,0.0,3.5,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011039_010_14/,2025,summer,M3M-red,DJI_202507011039_010_14,20250701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,437,2025-07-01 16:43:16.876548+00:00,3.225098964104152,1.1849373579025269,0.0,4.0,23052.0,0.6,2,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011110_012_14/,2025,summer,M3M-red,DJI_202507011110_012_14,20250701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,301,2025-07-01 17:14:45.200700+00:00,3.067772805143847,1.1741049885749817,0.0,4.0,11532.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011136_013_14/,2025,summer,M3M-red,DJI_202507011136_013_14,20250701,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,272,2025-07-01 17:41:09.704450+00:00,3.070516877495053,1.2052559852600098,0.0,4.0,46092.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021029_014_16/,2025,summer,M3M-red,DJI_202507021029_014_16,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,417,2025-07-02 16:36:34.640968+00:00,2.6342060216414476,1.333744764328003,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021059_016_16/,2025,summer,M3M-red,DJI_202507021059_016_16,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,408,2025-07-02 17:05:35.243371+00:00,2.8013352446432935,1.2184414863586426,0.0,3.5,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021134_018_16/,2025,summer,M3M-red,DJI_202507021134_018_16,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,374,2025-07-02 17:39:35.773897+00:00,2.822016818531088,1.061348021030426,0.0,4.5,23052.0,0.8,2,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021204_020_16/,2025,summer,M3M-red,DJI_202507021204_020_16,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,341,2025-07-02 18:09:04.246110+00:00,3.5162394090895965,0.42705202102661133,0.05,4.2,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021319_021_11/,2025,summer,M3M-red,DJI_202507021319_021_11,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,527,2025-07-02 19:23:28.828120+00:00,2.8465838496499085,0.947577714920044,0.0,4.45,46092.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021349_022_11/,2025,summer,M3M-red,DJI_202507021349_022_11,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,519,2025-07-02 19:53:28.296755+00:00,2.890986595956738,0.8336011171340942,0.0,3.75,,0.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021419_023_11/,2025,summer,M3M-red,DJI_202507021419_023_11,20250702,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,428,2025-07-02 20:23:35.066743+00:00,2.825201630437374,0.835442453622818,0.0,3.2,46092.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071117_014_6/,2025,fall,M3M-blue,DJI_202510071117_014_6,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,370,2025-10-07 17:23:19.643145+00:00,3.802980251065903,0.1603123694658279,0.4,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071142_016_6/,2025,fall,M3M-blue,DJI_202510071142_016_6,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,434,2025-10-07 17:47:00.163291+00:00,4.134343713144911,0.12216351926326749,0.85,2.8,23052.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071208_018_6/,2025,fall,M3M-blue,DJI_202510071208_018_6,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,488,2025-10-07 18:12:28.029787+00:00,3.648291712203777,0.2566412091255188,0.1,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071237_020_6/,2025,fall,M3M-blue,DJI_202510071237_020_6,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,338,2025-10-07 18:41:10.570881+00:00,3.7059529673993064,0.34832264482975006,0.35,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071336_021_0/,2025,fall,M3M-blue,DJI_202510071336_021_0,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,418,2025-10-07 19:41:58.311022+00:00,4.497004059256727,0.3494857847690582,1.0,2.8,5772.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071404_023_0/,2025,fall,M3M-blue,DJI_202510071404_023_0,20251007,1581F5FK324BE00CS1SX,493OL944AB0594,20,205,2025-10-07 20:08:28.202740+00:00,3.9733135251550094,0.4465004801750183,0.75,2.8,9228.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081141_012_12/,2025,fall,M3M-blue,DJI_202510081141_012_12,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,586,2025-10-08 17:44:55.546835+00:00,4.009199864018452,0.31439363956451416,0.7,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081207_013_12/,2025,fall,M3M-blue,DJI_202510081207_013_12,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,569,2025-10-08 18:12:49.601602+00:00,4.806217467033438,0.1571230143308639,1.0,2.8,4620.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081236_015_12/,2025,fall,M3M-blue,DJI_202510081236_015_12,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,528,2025-10-08 18:41:15.524958+00:00,6.175909106965081,0.02939142845571035,1.0,2.8,3303.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081302_017_12/,2025,fall,M3M-blue,DJI_202510081302_017_12,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,71,2025-10-08 19:05:54.949237+00:00,3.7444347153169772,0.16693340986967087,0.4,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081401_018_15/,2025,fall,M3M-blue,DJI_202510081401_018_15,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,629,2025-10-08 20:05:59.586099+00:00,3.5741654625242054,0.7348679006099701,0.2,3.2,46092.0,1.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081428_019_15/,2025,fall,M3M-blue,DJI_202510081428_019_15,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,660,2025-10-08 20:32:13.471773+00:00,2.9211701763227,1.259893774986267,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081456_020_15/,2025,fall,M3M-blue,DJI_202510081456_020_15,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,582,2025-10-08 21:01:08.290999+00:00,3.0320055371651353,1.1893207430839539,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081522_021_15/,2025,fall,M3M-blue,DJI_202510081522_021_15,20251008,1581F5FK324BE00CS1SX,493OL944AB0594,20,540,2025-10-08 21:26:48.085943+00:00,3.000172458094795,1.3538492321968079,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091045_022_14/,2025,fall,M3M-blue,DJI_202510091045_022_14,20251009,1581F5FK324BE00CS1SX,493OL944AB0594,20,643,2025-10-09 16:50:20.620095+00:00,4.001488271134931,0.5753531455993652,0.75,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091115_023_14/,2025,fall,M3M-blue,DJI_202510091115_023_14,20251009,1581F5FK324BE00CS1SX,493OL944AB0594,20,595,2025-10-09 17:19:35.234219+00:00,3.8623259373212173,0.5580834448337555,0.65,2.8,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091145_025_14/,2025,fall,M3M-blue,DJI_202510091145_025_14,20251009,1581F5FK324BE00CS1SX,493OL944AB0594,20,473,2025-10-09 17:51:07.117182+00:00,4.310196805852898,0.40855418145656586,0.95,2.8,5132.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091213_026_14/,2025,fall,M3M-blue,DJI_202510091213_026_14,20251009,1581F5FK324BE00CS1SX,493OL944AB0594,20,280,2025-10-09 18:18:04.531722+00:00,3.7655321161661885,0.5560160577297211,0.35,3.0,46092.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101259_027_3/,2025,fall,M3M-blue,DJI_202510101259_027_3,20251010,1581F5FK324BE00CS1SX,493OL944AB0594,20,585,2025-10-10 19:04:25.513678+00:00,4.074548469584741,0.5819499492645264,1.0,3.2,7691.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101326_029_3/,2025,fall,M3M-blue,DJI_202510101326_029_3,20251010,1581F5FK324BE00CS1SX,493OL944AB0594,20,452,2025-10-10 19:30:38.244359+00:00,2.9353531321095145,0.77000293135643,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101349_030_3/,2025,fall,M3M-blue,DJI_202510101349_030_3,20251010,1581F5FK324BE00CS1SX,493OL944AB0594,20,497,2025-10-10 19:54:32.671957+00:00,2.7310275861882736,0.5766249597072601,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101413_031_3/,2025,fall,M3M-blue,DJI_202510101413_031_3,20251010,1581F5FK324BE00CS1SX,493OL944AB0594,20,467,2025-10-10 20:16:59.416337+00:00,2.671598860855889,0.6011922061443329,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101434_032_3/,2025,fall,M3M-blue,DJI_202510101434_032_3,20251010,1581F5FK324BE00CS1SX,493OL944AB0594,20,161,2025-10-10 20:38:17.332484+00:00,3.2797305661614455,0.2413685470819473,0.1,3.5,7691.0,1.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061150_007_16/,2025,fall,M3M-green,DJI_202510061150_007_16,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,492,2025-10-06 17:57:43.397267+00:00,3.431377570945828,0.8370816707611084,0.05,3.5,,0.0,1,green,False
