prefix,photo0,t_first,t_last,lat0,lon0,ellh0,t_obs0,first_photo,gimbal_pitch,gimbal_roll,flight_pitch,speed0,rel_alt0,focus_mm0,fnumber0,iso0,firmware,irradiance0,ground0,geoid_n,agl_true0,temp_c,local_hour
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061217_008_16/,1,2025-10-06 18:22:51.782620+00:00,2025-10-06 18:38:51.707320+00:00,46.68696835,-113.99787354,1441.665,2025-10-06 18:22:01+00:00,DJI_20251006122248_0001_D.JPG,-89.9,0.0,-1.6,0.14142135623730953,285.598,4201.0,2.8,120,11.08.02.02,12022.814,1332.9757,-14.652,123.34129199218751,8.442945654976,12.366666666666667
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061243_009_16/,1,2025-10-06 18:49:21.875065+00:00,2025-10-06 19:05:01.787230+00:00,46.69010199,-113.9944926,1489.222,2025-10-06 18:48:32+00:00,DJI_20251006124918_0001_D.JPG,-89.9,0.0,-2.9,0.28284271247461906,333.101,3556.0,2.8,180,11.08.02.02,12599.043,1387.2258,-14.652,116.64816992187502,8.840468766272,12.816666666666666
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061310_010_16/,1,2025-10-06 19:15:58.627475+00:00,2025-10-06 19:33:19.202508+00:00,46.69024933,-113.99055052,1515.254,2025-10-06 19:15:07+00:00,DJI_20251006131555_0001_D.JPG,-89.9,0.0,-8.2,0.1,359.121,-1.0,2.8,130,11.08.02.02,11886.471,1402.3925,-14.652,127.51354394531245,9.292913950677333,13.25
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061337_011_16/,1,2025-10-06 19:41:03.893082+00:00,2025-10-06 19:56:17.612682+00:00,46.67837451,-113.98717116,1333.918,2025-10-06 19:40:15+00:00,DJI_20251006134100_0001_D.JPG,-89.9,0.0,-4.8,0.0,177.77,-1.0,3.5,100,11.08.02.02,11120.191,1218.3888,-14.652,130.18120605468744,9.752856219534221,13.683333333333334
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061401_012_20/,1,2025-10-06 20:05:53.197139+00:00,2025-10-06 20:25:00.310297+00:00,46.67534771,-113.98256859,1365.704,2025-10-06 20:05:01+00:00,DJI_20251006140550_0001_D.JPG,-89.9,0.0,-2.6,0.223606797749979,209.553,-1.0,3.2,100,11.08.02.02,12248.978,1260.83,-14.652,119.5260439453125,10.158866189824,14.083333333333334
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061428_014_20/,1,2025-10-06 20:40:38.408549+00:00,2025-10-06 21:04:02.851668+00:00,46.67334573,-113.98707285,1329.939,2025-10-06 20:39:42+00:00,DJI_20251006144035_0001_D.JPG,-89.9,0.0,-11.1,0.4,173.765,-1.0,2.8,100,11.08.02.02,11686.195,1233.5121,-14.652,111.07891503906262,10.506401424853333,14.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061506_015_20/,1,2025-10-06 21:08:09.760090+00:00,2025-10-06 21:14:44.175172+00:00,46.66507106,-113.99889666,1272.786,2025-10-06 21:07:12+00:00,DJI_20251006150806_0001_D.JPG,-89.9,0.0,0.1,0.28284271247461906,116.623,46092.0,2.8,110,11.08.02.02,11234.012,1171.548,-14.652,115.8900263671876,10.781626681685333,15.133333333333333
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071045_016_2/,1,2025-10-07 16:49:02.262980+00:00,2025-10-07 17:11:22.911021+00:00,46.71630273,-114.00370222,1516.588,2025-10-07 16:48:12+00:00,DJI_20251007104901_0001_D.JPG,-89.9,0.0,-3.5,0.223606797749979,59.474,4620.0,2.8,250,11.08.02.02,8798.008,1398.9791,-14.652,132.2608740234375,10.161508653397332,10.816666666666666
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071113_017_2/,1,2025-10-07 17:16:06.483166+00:00,2025-10-07 17:38:43.907778+00:00,46.72614189,-113.99975593,1481.853,2025-10-07 17:15:14+00:00,DJI_20251007111605_0001_D.JPG,-89.9,0.0,0.6,0.1,24.706,-1.0,2.8,150,11.08.02.02,9505.661,1366.2804,-14.652,130.2246044921876,11.163781846805334,11.266666666666667
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071141_018_2/,1,2025-10-07 17:44:40.224494+00:00,2025-10-07 17:59:52.086584+00:00,46.73263544,-113.99580824,1368.362,2025-10-07 17:43:51+00:00,DJI_20251007114438_0001_D.JPG,-89.9,0.0,-3.8,0.0,-88.763,-1.0,2.8,160,11.08.02.02,11003.901,1242.7317,-14.652,140.28231054687512,12.163464288213333,11.733333333333333
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081109_001_11/,1,2025-10-08 17:15:59.114635+00:00,2025-10-08 17:32:00.885970+00:00,46.70375056,-114.00237949,1532.616,2025-10-08 17:15:07+00:00,DJI_20251008111600_0001_D.JPG,-90.0,180.0,-11.4,0.0,-159.896,-1.0,2.8,160,11.08.02.02,9583.027,1422.9644,-14.652,124.30364453125003,14.206199390698666,11.25
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081135_003_11/,1,2025-10-08 17:39:36.964297+00:00,2025-10-08 17:57:32.144922+00:00,46.70147117,-113.99956204,1525.477,2025-10-08 17:38:47+00:00,DJI_20251008113938_0001_D.JPG,-90.0,180.0,-7.9,0.223606797749979,-165.704,-1.0,2.8,110,11.08.02.02,10277.435,1410.6335,-14.652,129.49545507812513,14.954508934506666,11.65
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081201_004_11/,1,2025-10-08 18:06:36.293131+00:00,2025-10-08 18:22:57.302238+00:00,46.69063171,-113.99618234,1457.812,2025-10-08 18:05:47+00:00,DJI_20251008120638_0001_D.JPG,-89.9,0.0,-7.6,0.1,-233.393,-1.0,2.8,190,11.08.02.02,10749.934,1346.8522,-14.652,125.61182714843744,15.732097710336,12.1
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081227_005_11/,1,2025-10-08 18:32:54.407472+00:00,2025-10-08 18:52:25.652618+00:00,46.69089952,-113.99280123,1482.032,2025-10-08 18:32:03+00:00,DJI_20251008123256_0001_D.JPG,-89.9,0.0,-8.3,0.1,-210.438,3303.0,2.8,170,11.08.02.02,11368.225,1374.4058,-14.652,122.27823828124997,16.258135824042668,12.533333333333333
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081254_007_11/,1,2025-10-08 18:56:50.622263+00:00,2025-10-08 19:13:47.358000+00:00,46.70133003,-113.98829069,1710.085,2025-10-08 18:55:58+00:00,DJI_20251008125652_0001_D.JPG,-89.9,0.0,-15.3,0.2,17.616,6594.0,4.0,100,11.08.02.02,,1591.3201,-14.652,133.41693164062508,16.73687408768,12.933333333333334
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091258_008_9/,1,2025-10-09 19:00:58.297261+00:00,2025-10-09 19:22:11.249599+00:00,46.69803145,-114.03372228,1143.299,2025-10-09 19:00:05+00:00,DJI_20251009130102_0001_D.JPG,-90.0,180.0,-0.2,0.1,44.068,-1.0,2.8,110,11.08.02.02,10238.855,1034.6019,-14.652,123.34907128906252,18.121051788714666,13.0
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091326_010_9/,1,2025-10-09 19:28:24.021782+00:00,2025-10-09 19:47:25.199743+00:00,46.701016,-114.02921458,1177.868,2025-10-09 19:27:29+00:00,DJI_20251009132828_0001_D.JPG,-89.9,0.0,-4.5,0.3,78.699,-1.0,3.2,110,11.08.02.02,12463.221,1068.1187,-14.652,124.40134765624998,18.715341199061335,13.466666666666667
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091349_011_9/,1,2025-10-09 19:51:31.853041+00:00,2025-10-09 20:13:55.519462+00:00,46.69118026,-114.02470855,1244.014,2025-10-09 19:50:36+00:00,DJI_20251009135136_0001_D.JPG,-89.9,0.0,-1.0,0.1,144.836,-1.0,3.2,110,11.08.02.02,12319.922,1149.8911,-14.652,108.77488671874994,19.216502486990223,13.85
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091416_012_9/,1,2025-10-09 20:19:49.303763+00:00,2025-10-09 20:37:21.553190+00:00,46.70054195,-114.02019943,1260.432,2025-10-09 20:18:56+00:00,DJI_20251009141953_0001_D.JPG,-89.9,0.0,-0.7,0.2,161.266,23052.0,2.8,100,11.08.02.02,12065.751,1149.0687,-14.652,126.01527441406256,19.697325940736,14.316666666666666
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101256_013_8/,1,2025-10-10 18:59:15.260054+00:00,2025-10-10 19:16:09.580706+00:00,46.68813777,-114.03185193,1178.137,2025-10-10 18:58:30+00:00,DJI_20251010125917_0001_D.JPG,-89.9,0.0,1.4,0.5385164807134504,151.641,-1.0,3.5,100,11.08.02.02,11980.464,1061.6537,-14.652,131.1353134765625,20.28384390839467,12.983333333333333
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101319_014_8/,1,2025-10-10 19:21:53.788337+00:00,2025-10-10 19:39:32.458421+00:00,46.68808698,-114.03579674,1135.563,2025-10-10 19:21:02+00:00,DJI_20251010132156_0001_D.JPG,-89.9,0.0,1.3,0.7280109889280517,109.082,-1.0,3.2,110,11.08.02.02,12081.883,1018.2049,-14.652,132.0101049804689,20.664941204693335,13.35
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101343_016_8/,1,2025-10-10 19:45:08.556138+00:00,2025-10-10 20:05:57.933427+00:00,46.69985034,-114.03917793,1115.683,2025-10-10 19:44:13+00:00,DJI_20251010134511_0001_D.JPG,-89.9,0.0,-0.2,0.4,89.226,-1.0,2.8,100,11.08.02.02,11826.257,1003.8974,-14.652,126.43760009765629,21.052376704995556,13.75
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101408_018_8/,1,2025-10-10 20:10:42.641255+00:00,2025-10-10 20:23:07.900736+00:00,46.70065694,-114.04424831,1084.029,2025-10-10 20:09:47+00:00,DJI_20251010141045_0001_D.JPG,-90.0,180.0,-16.9,0.1,57.619,-1.0,3.2,110,11.08.02.02,10973.922,968.5091,-14.652,130.1719057617188,21.335702291939555,14.166666666666666
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061135_002_19/,1,2025-10-06 17:50:57.693326+00:00,2025-10-06 18:11:42.656353+00:00,46.66784451,-113.99841253,1256.728,2025-10-06 17:50:09+00:00,DJI_20251006115054_0001_D.JPG,-89.9,0.0,-8.1,0.4,100.535,-1.0,2.8,100,11.08.02.02,9862.38,1151.2236,-14.652,120.15636718750011,7.934295182968889,11.833333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061228_004_19/,1,2025-10-06 18:33:05.257710+00:00,2025-10-06 18:53:06.189742+00:00,46.67665149,-114.00365571,1311.223,2025-10-06 18:32:12+00:00,DJI_20251006123302_0001_D.JPG,-89.9,0.0,-2.8,0.0,154.923,-1.0,3.2,110,11.08.02.02,11686.794,1216.281,-14.652,109.593994140625,8.59631442752,12.55
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061255_006_19/,1,2025-10-06 18:58:11.935064+00:00,2025-10-06 19:20:29.815693+00:00,46.66489286,-114.00911226,1247.844,2025-10-06 18:57:18+00:00,DJI_20251006125809_0001_D.JPG,-89.9,0.0,-3.0,0.4123105625617661,91.549,5772.0,2.8,110,11.08.02.02,12334.145,1157.8572,-14.652,104.6388222656251,8.972983766016,12.966666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061324_007_19/,1,2025-10-06 19:28:14.807054+00:00,2025-10-06 19:33:21.268832+00:00,46.66828937,-114.01474339,1172.674,2025-10-06 19:27:19+00:00,DJI_20251006132812_0001_D.JPG,-89.9,0.0,-1.2,0.28284271247461906,16.383,5772.0,2.8,110,11.08.02.02,12595.74,1074.9381,-14.652,112.38788964843752,9.517857710968888,13.466666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061337_008_17/,1,2025-10-06 19:45:14.661276+00:00,2025-10-06 20:02:00.986533+00:00,46.6754086,-113.97373953,1438.568,2025-10-06 19:44:25+00:00,DJI_20251006134512_0001_D.JPG,-90.0,180.0,-2.6,0.4,282.295,-1.0,2.8,100,11.08.02.02,12359.854,1332.0928,-14.652,121.12722656250003,9.829479834304,13.75
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061407_010_17/,1,2025-10-06 20:12:56.386826+00:00,2025-10-06 20:29:57.213486+00:00,46.68236312,-113.97711829,1446.443,2025-10-06 20:12:03+00:00,DJI_20251006141254_0001_D.JPG,-89.9,0.0,0.2,0.4123105625617661,290.19,-1.0,2.8,100,11.08.02.02,11223.511,1348.4138,-14.652,112.68118164062503,10.229397804330667,14.2
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061435_012_17/,1,2025-10-06 20:41:47.957647+00:00,2025-10-06 21:02:52.940044+00:00,46.68263678,-113.9804967,1393.029,2025-10-06 20:40:49+00:00,DJI_20251006144145_0001_D.JPG,-89.9,0.0,-3.7,0.1,236.821,-1.0,2.8,110,11.08.02.02,11487.28,1278.8727,-14.652,128.80831933593754,10.517992941184,14.683333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061507_013_17/,1,2025-10-06 21:11:55.659939+00:00,2025-10-06 21:20:53.776953+00:00,46.6816492,-113.98478487,1424.745,2025-10-06 21:10:57+00:00,DJI_20251006151153_0001_D.JPG,-89.9,0.0,-2.9,0.1,268.492,-1.0,3.2,100,11.08.02.02,10550.724,1316.3826,-14.652,123.01443164062493,10.819276656511999,15.183333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071111_003_5/,1,2025-10-07 17:16:50.984072+00:00,2025-10-07 17:39:51.561569+00:00,46.71660652,-114.01918292,1292.536,2025-10-07 17:15:55+00:00,DJI_20251007111650_0001_D.JPG,-90.0,180.0,-4.9,0.223606797749979,-192.767,3556.0,2.8,130,11.08.02.02,11283.635,1190.719,-14.652,116.4690058593751,11.189740708629333,11.266666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071143_004_5/,1,2025-10-07 17:47:40.396480+00:00,2025-10-07 18:12:35.535928+00:00,46.7132846,-114.01411088,1366.255,2025-10-07 17:46:49+00:00,DJI_20251007114740_0001_D.JPG,-89.9,0.0,-5.7,0.1,-119.062,-1.0,2.8,110,11.08.02.02,12187.584,1266.0781,-14.652,114.82887500000015,12.268564613333332,11.783333333333333
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071215_005_5/,1,2025-10-07 18:18:10.652455+00:00,2025-10-07 18:30:37.261923+00:00,46.71482983,-114.00903789,1414.948,2025-10-07 18:17:17+00:00,DJI_20251007121809_0001_D.JPG,-90.0,180.0,-5.4,0.4,-70.376,-1.0,2.8,100,11.08.02.02,14960.785,1307.656,-14.652,121.94399414062514,13.15443852288,12.3
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071241_006_5/,1,2025-10-07 18:44:39.840180+00:00,2025-10-07 19:05:05.461236+00:00,46.70691972,-114.00622216,1422.479,2025-10-07 18:43:45+00:00,DJI_20251007124439_0001_D.JPG,-89.9,0.0,-5.2,0.1,-62.854,-1.0,2.8,120,11.08.02.02,13172.084,1298.2334,-14.652,138.89760156250009,13.816600074986665,12.733333333333333
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071329_007_1/,1,2025-10-07 19:33:42.675003+00:00,2025-10-07 20:00:13.796345+00:00,46.72019776,-114.01985877,1293.697,2025-10-07 19:32:51+00:00,DJI_20251007133339_0001_D.JPG,-89.9,0.0,-5.7,0.31622776601683794,1.35,-1.0,2.8,100,11.08.02.02,15106.101,1187.1619,-14.652,121.18713476562493,14.930410417706666,13.55
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071402_009_1/,1,2025-10-07 20:05:16.014279+00:00,2025-10-07 20:30:52.565485+00:00,46.7234437,-114.01196697,1328.206,2025-10-07 20:04:18+00:00,DJI_20251007140513_0001_D.JPG,-90.0,180.0,-1.0,0.1,35.879,5132.0,2.8,110,11.08.02.02,15018.025,1218.4824,-14.652,124.37557812499995,15.570225395313777,14.083333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071433_011_1/,1,2025-10-07 20:40:53.605200+00:00,2025-10-07 20:43:57.612590+00:00,46.72595757,-114.00406486,1461.367,2025-10-07 20:39:56+00:00,DJI_20251007144050_0001_D.JPG,-89.9,0.0,-1.3,0.1,169.052,-1.0,3.5,110,11.08.02.02,14136.632,1360.994,-14.652,115.0249814453125,16.045245599971555,14.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081103_014_7/,1,2025-10-08 17:07:56.568008+00:00,2025-10-08 17:24:07.193641+00:00,46.71756725,-113.98915807,1760.691,2025-10-08 17:07:08+00:00,DJI_20251008110756_0001_D.JPG,-90.0,180.0,-14.9,0.3,68.382,-1.0,2.8,210,11.08.02.02,11085.062,1644.6112,-14.652,130.73179394531257,13.951522004188444,11.116666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081127_016_7/,1,2025-10-08 17:30:35.865255+00:00,2025-10-08 17:49:57.707483+00:00,46.70825944,-113.98464969,1836.538,2025-10-08 17:29:47+00:00,DJI_20251008113035_0001_D.JPG,-89.9,0.0,4.4,0.6082762530298219,144.203,3303.0,2.8,290,11.08.02.02,13274.148,1713.0406,-14.652,138.14935058593755,14.668928884536887,11.5
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081153_018_7/,1,2025-10-08 17:56:31.620819+00:00,2025-10-08 17:59:12.747960+00:00,46.70538003,-113.97619759,1787.366,2025-10-08 17:55:45+00:00,DJI_20251008115630_0001_D.JPG,-89.9,0.0,-7.8,0.1,95.037,-1.0,2.8,130,11.08.02.02,,1661.0149,-14.652,141.00310742187503,15.49002209888711,11.933333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081404_019_18/,1,2025-10-08 20:08:09.990042+00:00,2025-10-08 20:33:23.919158+00:00,46.66435957,-114.01422072,1194.147,2025-10-08 20:07:09+00:00,DJI_20251008140810_0001_D.JPG,-90.0,180.0,4.4,0.6,17.445,6594.0,3.5,110,11.08.02.02,14534.951,1087.648,-14.652,121.15105078124998,17.768054172515555,14.133333333333333
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081437_021_18/,1,2025-10-08 20:40:50.348162+00:00,2025-10-08 21:02:59.396089+00:00,46.66798748,-114.02149891,1160.703,2025-10-08 20:39:54+00:00,DJI_20251008144050_0001_D.JPG,-89.9,0.0,-1.4,0.5,-16.013,23052.0,3.5,100,11.08.02.02,13589.633,1046.1738,-14.652,129.18117187500002,18.04032613361778,14.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081507_022_18/,1,2025-10-08 21:11:18.141512+00:00,2025-10-08 21:13:45.310538+00:00,46.67345764,-114.02998815,1132.637,2025-10-08 21:10:24+00:00,DJI_20251008151118_0001_D.JPG,-89.9,0.0,-8.1,0.4,-44.068,-1.0,2.8,140,11.08.02.02,11883.242,1019.1081,-14.652,128.18090673828124,18.237674528440888,15.183333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091049_023_13/,1,2025-10-09 16:52:47.256792+00:00,2025-10-09 17:19:01.030086+00:00,46.67467478,-114.0298589,1116.985,2025-10-09 16:52:00+00:00,DJI_20251009105248_0001_D.JPG,-89.9,0.0,-8.8,0.7071067811865475,147.997,11532.0,2.8,130,11.08.02.02,11282.573,1012.1811,-14.652,119.4559086914062,13.891298081393778,10.866666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091121_025_13/,1,2025-10-09 17:23:50.736820+00:00,2025-10-09 17:38:15.267883+00:00,46.68715448,-114.0360565,1109.101,2025-10-09 17:23:03+00:00,DJI_20251009112352_0001_D.JPG,-89.9,0.0,-2.5,0.1,140.082,-1.0,2.8,120,11.08.02.02,10640.105,1015.24896,-14.652,108.5040375976564,15.29356723608889,11.383333333333333
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091256_026_10/,1,2025-10-09 18:59:41.742094+00:00,2025-10-09 19:21:33.720135+00:00,46.7031289,-114.018048,1273.479,2025-10-09 18:58:51+00:00,DJI_20251009125943_0001_D.JPG,-89.9,0.0,-6.4,0.2,174.295,-1.0,2.8,130,11.08.02.02,13182.596,1168.4186,-14.652,119.71242089843759,18.09340686730667,12.983333333333333
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091325_028_10/,1,2025-10-09 19:28:44.604195+00:00,2025-10-09 19:51:15.688752+00:00,46.70118909,-114.01354172,1325.993,2025-10-09 19:27:54+00:00,DJI_20251009132846_0001_D.JPG,-89.9,0.0,-3.8,0.3,226.855,7691.0,3.2,110,11.08.02.02,15202.494,1225.9202,-14.652,114.72483398437498,18.722773737109332,13.466666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091355_029_10/,1,2025-10-09 19:58:50.061563+00:00,2025-10-09 20:20:25.984960+00:00,46.69612879,-114.00846965,1375.226,2025-10-09 19:57:55+00:00,DJI_20251009135852_0001_D.JPG,-89.9,0.0,-8.8,0.5385164807134504,276.093,-1.0,2.8,100,11.08.02.02,14330.808,1281.381,-14.652,108.49701855468766,19.37474445326222,13.966666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091424_030_10/,1,2025-10-09 20:28:45.956862+00:00,2025-10-09 20:43:40.161426+00:00,46.69175946,-114.00396496,1409.209,2025-10-09 20:27:55+00:00,DJI_20251009142847_0001_D.JPG,-90.0,180.0,-1.6,0.28284271247461906,310.068,-1.0,2.8,160,11.08.02.02,12882.523,1308.0452,-14.652,115.8158339843751,19.831489215488,14.466666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101252_031_4/,1,2025-10-10 18:56:17.997213+00:00,2025-10-10 19:14:23.732890+00:00,46.7022348,-114.01748345,1298.488,2025-10-10 18:55:35+00:00,DJI_20251010125622_0001_D.JPG,-89.9,0.0,3.7,0.8544003745317532,272.034,-1.0,2.8,110,11.08.02.02,14524.727,1194.4872,-14.652,118.6528173828126,20.219832326890668,12.933333333333334
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101318_032_4/,1,2025-10-10 19:22:03.331503+00:00,2025-10-10 19:38:00.405829+00:00,46.70497299,-114.02142765,1257.611,2025-10-10 19:21:12+00:00,DJI_20251010132207_0001_D.JPG,-89.9,0.0,5.1,0.5385164807134504,231.17,46092.0,3.2,100,11.08.02.02,,1144.7891,-14.652,127.47393750000015,20.667592084195558,13.366666666666667
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101341_034_4/,1,2025-10-10 19:45:24.209562+00:00,2025-10-10 20:02:07.288370+00:00,46.70592325,-114.02480824,1257.847,2025-10-10 19:44:30+00:00,DJI_20251010134528_0001_D.JPG,-90.0,180.0,0.8,0.58309518948453,231.434,15371.0,3.5,100,11.08.02.02,14740.635,1161.629,-14.652,110.86997167968752,21.056724878364445,13.75
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101406_036_4/,1,2025-10-10 20:10:22.792412+00:00,2025-10-10 20:27:07.338555+00:00,46.71220302,-114.02819096,1208.071,2025-10-10 20:09:27+00:00,DJI_20251010141027_0001_D.JPG,-89.9,0.0,3.4,0.5,181.645,46092.0,3.2,100,11.08.02.02,14225.545,1093.5151,-14.652,129.20786328124996,21.33459957843911,14.166666666666666
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101430_038_4/,1,2025-10-10 20:33:01.558484+00:00,2025-10-10 20:38:32.354274+00:00,46.70736,-114.03269703,1169.002,2025-10-10 20:32:06+00:00,DJI_20251010143305_0001_D.JPG,-90.0,180.0,2.1,0.5099019513592785,142.591,15371.0,3.2,100,11.08.02.02,14056.574,1066.7,-14.652,116.954048828125,21.410086582442666,14.55
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271051_001_20/,1,2026-04-27 16:56:31.005367+00:00,2026-04-27 17:15:41.648633+00:00,46.67534992,-113.98256812,1365.641,2026-04-27 16:55:36+00:00,DJI_20260427105630_0001_D.JPG,-89.9,0.0,-4.6,0.6,209.312,-1.0,3.5,110,11.09.03.02,13120.721,1260.83,-14.652,119.46304394531262,3.69550268352,10.933333333333334
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271119_002_20/,1,2026-04-27 17:23:11.961203+00:00,2026-04-27 17:44:06.771937+00:00,46.67340732,-113.9870738,1330.181,2026-04-27 17:22:17+00:00,DJI_20260427112311_0001_D.JPG,-89.9,0.0,0.5,0.2,173.826,-1.0,3.2,100,11.09.03.02,14752.791,1234.3524,-14.652,110.48058300781258,4.495980601472,11.383333333333333
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271147_003_20/,1,2026-04-27 17:51:00.689133+00:00,2026-04-27 18:00:01.873588+00:00,46.67692976,-113.997826,1308.665,2026-04-27 17:50:10+00:00,DJI_20260427115100_0001_D.JPG,-90.0,180.0,-3.4,0.5385164807134504,152.315,-1.0,3.2,100,11.09.03.02,15491.619,1211.484,-14.652,111.83299121093751,5.330344566528,11.85
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271216_004_19/,1,2026-04-27 18:25:05.320927+00:00,2026-04-27 18:45:25.469544+00:00,46.66784539,-113.9984121,1256.716,2026-04-27 18:24:12+00:00,DJI_20260427122502_0001_D.JPG,-89.9,0.0,-9.0,0.3,100.389,4620.0,3.2,100,11.09.03.02,15904.53,1151.2236,-14.652,120.14436718749994,5.976330231744,12.416666666666666
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271258_005_19/,1,2026-04-27 19:02:23.448045+00:00,2026-04-27 19:23:15.963686+00:00,46.67424158,-114.0034806,1297.557,2026-04-27 19:01:34+00:00,DJI_20260427130221_0001_D.JPG,-90.0,180.0,-3.0,0.31622776601683794,141.196,-1.0,3.5,100,11.09.03.02,15802.086,1205.5377,-14.652,106.67128027343756,6.507969335836444,13.033333333333333
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271326_006_19/,1,2026-04-27 19:28:58.466864+00:00,2026-04-27 19:47:34.973562+00:00,46.66693447,-114.00911191,1218.906,2026-04-27 19:28:08+00:00,DJI_20260427132855_0001_D.JPG,-90.0,180.0,1.4,0.5,62.539,-1.0,2.8,210,11.09.03.02,4808.372,1126.0714,-14.652,107.48658886718749,6.596581492451556,13.466666666666667
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,1,2026-04-27 20:07:30.526392+00:00,2026-04-27 20:15:59.851418+00:00,46.67375062,-114.01361865,1213.53,2026-04-27 20:06:46+00:00,DJI_20260427140727_0001_D.JPG,-90.0,180.0,3.6,0.6082762530298219,57.183,-1.0,4.0,100,11.09.03.02,18027.59,1113.9624,-14.652,114.21959765625002,6.725029244003556,14.116666666666667
