prefix,photo0,t_first,t_last,lat0,lon0,ellh0,t_obs0,first_photo,gimbal_pitch,gimbal_roll,flight_pitch,speed0,rel_alt0,focus_mm0,fnumber0,iso0,firmware,irradiance0,ground0,geoid_n,agl_true0,temp_c,local_hour
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011019_011_13/,1,2025-07-01 16:23:59.832026+00:00,2025-07-01 16:42:57.116331+00:00,46.68858674,-114.03544275,1129.551,2025-07-01 16:23:16+00:00,DJI_20250701102359_0001_D.JPG,-89.9,0.0,-5.5,0.14142135623730953,115.887,-1.0,3.2,110,11.08.02.02,13615.371,1023.1547,-14.652,121.04827587890622,24.139902015232,10.383333333333333
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011046_012_13/,1,2025-07-01 16:49:43.275055+00:00,2025-07-01 17:11:04.386062+00:00,46.68402633,-114.03138473,1113.881,2025-07-01 16:49:03+00:00,DJI_20250701104942_0001_D.JPG,-89.9,0.0,-3.5,0.2,100.441,-1.0,4.0,100,11.08.02.02,14716.6,1012.97284,-14.652,115.56016064453138,25.040243782144,10.816666666666666
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011115_013_13/,1,2025-07-01 17:19:11.163774+00:00,2025-07-01 17:20:29.619441+00:00,46.68841804,-114.03946112,1083.778,2025-07-01 17:18:27+00:00,DJI_20250701111910_0001_D.JPG,-89.9,0.0,-7.8,0.31622776601683794,89.004,-1.0,3.2,100,11.08.02.02,16135.32,969.77356,-14.652,128.65644042968756,26.007558658474665,11.316666666666666
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011213_014_15/,1,2025-07-01 18:16:52.839784+00:00,2025-07-01 18:37:32.691362+00:00,46.68410695,-114.01635568,1267.771,2025-07-01 18:16:05+00:00,DJI_20250701121653_0001_D.JPG,-89.9,0.0,-3.9,0.31622776601683794,65.684,-1.0,4.5,100,11.08.02.02,18097.447,1159.349,-14.652,123.0740009765625,27.693882138197335,12.266666666666667
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011240_015_15/,1,2025-07-01 18:44:00.652775+00:00,2025-07-01 19:02:59.768684+00:00,46.68890433,-114.01184856,1381.327,2025-07-01 18:43:09+00:00,DJI_20250701124401_0001_D.JPG,-89.9,0.0,-5.6,0.14142135623730953,170.676,-1.0,4.5,100,11.08.02.02,18308.654,1279.5153,-14.652,116.46374121093754,28.326920523576888,12.733333333333333
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011305_016_15/,1,2025-07-01 19:08:52.363545+00:00,2025-07-01 19:29:38.096834+00:00,46.68393873,-114.00734323,1347.752,2025-07-01 19:08:02+00:00,DJI_20250701130852_0001_D.JPG,-89.9,0.0,-4.7,0.31622776601683794,137.1,-1.0,4.5,110,11.08.02.02,18503.994,1218.959,-14.652,143.445015625,28.833090886272,13.133333333333333
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011332_017_15/,1,2025-07-01 19:34:36.226093+00:00,2025-07-01 19:47:47.090087+00:00,46.68206025,-114.00283774,1384.344,2025-07-01 19:33:48+00:00,DJI_20250701133436_0001_D.JPG,-89.9,0.0,-5.7,0.28284271247461906,174.037,-1.0,4.0,100,11.08.02.02,18653.443,1283.8291,-14.652,115.1668984375001,29.219056523264,13.566666666666666
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021031_018_17/,1,2025-07-02 16:35:36.878841+00:00,2025-07-02 16:53:33.184627+00:00,46.6755139,-113.98303324,1363.506,2025-07-02 16:34:53+00:00,DJI_20250702103539_0001_D.JPG,-89.9,0.0,-6.4,0.14142135623730953,205.83,-1.0,2.8,140,11.08.02.02,6393.176,1257.9476,-14.652,120.21036816406263,23.218163349916445,10.583333333333334
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021057_019_17/,1,2025-07-02 17:03:44.353873+00:00,2025-07-02 17:18:59.992737+00:00,46.6801504,-113.98093754,1352.009,2025-07-02 17:03:02+00:00,DJI_20250702110346_0001_D.JPG,-89.9,0.0,-12.1,0.4,194.545,-1.0,3.5,110,11.08.02.02,16126.789,1227.9597,-14.652,138.70128320312506,24.71840898847289,11.05
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021130_021_17/,1,2025-07-02 17:36:58.607786+00:00,2025-07-02 17:49:10.600646+00:00,46.68401404,-113.98265666,1456.88,2025-07-02 17:36:14+00:00,DJI_20250702113700_0001_D.JPG,-89.9,0.0,-11.5,0.5,299.874,-1.0,4.4,100,11.08.02.02,15765.664,1364.1687,-14.652,107.36329882812515,25.770931887047112,11.6
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021154_022_17/,1,2025-07-02 18:02:13.276707+00:00,2025-07-02 18:15:25.362929+00:00,46.68671901,-113.98305639,1496.716,2025-07-02 18:01:23+00:00,DJI_20250702120216_0001_D.JPG,-89.9,0.0,-2.5,0.3,339.702,-1.0,4.0,100,11.08.02.02,17584.43,1396.5187,-14.652,114.84932324218744,26.57404261504,12.033333333333333
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507021220_024_17/,1,2025-07-02 18:26:09.402436+00:00,2025-07-02 18:28:16.964750+00:00,46.68981068,-113.98499615,1501.357,2025-07-02 18:25:18+00:00,DJI_20250702122611_0001_D.JPG,-89.9,0.0,-2.5,0.1,344.148,-1.0,3.5,100,11.08.02.02,17777.51,1382.2148,-14.652,133.79415625000001,27.371890242275555,12.433333333333334
surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/_repeat/,1,2025-06-30 18:39:19.987479+00:00,2025-06-30 18:56:10.263930+00:00,46.70376278,-113.98659041,1797.756,2025-06-30 18:38:26+00:00,DJI_20250630123917_0001_D.JPG,-89.9,0.0,-2.2,0.31622776601683794,312.119,-1.0,4.0,100,11.08.02.02,18487.994,1696.4777,-14.652,115.93033886718763,26.44554894727111,12.65
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241132_009_9/,1,2025-06-24 17:39:23.914822+00:00,2025-06-24 18:04:56.023881+00:00,46.69695499,-114.03315892,1153.289,2025-06-24 17:38:42+00:00,DJI_20250624113922_0001_D.JPG,-90.0,180.0,3.0,0.31622776601683794,54.09,23052.0,4.0,110,11.08.02.02,20042.613,1045.9279,-14.652,122.01314355468753,18.747621711552,11.65
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241207_010_9/,1,2025-06-24 18:10:27.784400+00:00,2025-06-24 18:36:50.613542+00:00,46.70119735,-114.02752353,1195.338,2025-06-24 18:09:45+00:00,DJI_20250624121026_0001_D.JPG,-89.9,0.0,-4.6,0.36055512754639896,96.146,-1.0,4.0,110,11.08.02.02,21055.977,1088.1261,-14.652,121.86390136718751,19.661576833279998,12.166666666666666
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241239_012_9/,1,2025-06-24 18:42:28.590761+00:00,2025-06-24 19:02:50.052911+00:00,46.69528149,-114.02132558,1247.513,2025-06-24 18:41:39+00:00,DJI_20250624124226_0001_D.JPG,-89.9,0.0,-0.4,0.2,148.319,-1.0,4.5,110,11.08.02.02,20969.582,1155.1086,-14.652,107.05635742187496,20.461912817066665,12.7
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251101_013_2/,1,2025-06-25 17:06:50.031519+00:00,2025-06-25 17:27:19.214561+00:00,46.73313212,-114.00380501,1454.438,2025-06-25 17:06:04+00:00,DJI_20250625110651_0001_D.JPG,-90.0,180.0,-2.6,0.2,-4.283,-1.0,2.8,200,11.08.02.02,10182.6,1351.8036,-14.652,117.28641113281265,19.993625995072,11.1
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251132_015_2/,1,2025-06-25 17:35:09.507884+00:00,2025-06-25 18:00:31.823336+00:00,46.71678782,-113.99992094,1533.225,2025-06-25 17:34:27+00:00,DJI_20250625113510_0001_D.JPG,-90.0,180.0,-5.5,0.36055512754639896,74.522,3851.0,2.8,170,11.08.02.02,13715.104,1421.1919,-14.652,126.68510546874995,20.79615650079289,11.583333333333334
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506251202_017_2/,1,2025-06-25 18:05:12.638874+00:00,2025-06-25 18:16:20.858433+00:00,46.7278023,-113.99534692,1493.825,2025-06-25 18:04:28+00:00,DJI_20250625120513_0001_D.JPG,-90.0,180.0,-3.7,0.31622776601683794,35.388,5132.0,2.8,140,11.08.02.02,11175.273,1371.544,-14.652,136.9330546875001,21.56947530535822,12.083333333333334
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261110_018_7/,1,2025-06-26 17:16:21.553894+00:00,2025-06-26 17:40:43.516392+00:00,46.70378982,-113.98590547,1792.453,2025-06-26 17:15:34+00:00,DJI_20250626111624_0001_D.JPG,-89.9,0.0,2.1,0.31622776601683794,100.141,-1.0,3.5,110,11.08.02.02,19828.4,1684.0809,-14.652,123.02406738281252,19.427184631296,11.266666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261143_020_7/,1,2025-06-26 17:46:26.076697+00:00,2025-06-26 17:57:22.022869+00:00,46.70430716,-113.97530933,1756.037,2025-06-26 17:45:42+00:00,DJI_20250626114628_0001_D.JPG,-89.9,0.0,-7.1,0.6324555320336759,63.001,-1.0,2.8,230,11.08.02.02,9150.864,1612.8507,-14.652,157.83829199218758,20.02869223236267,11.766666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301033_021_0/,1,2025-06-30 16:38:56.801211+00:00,2025-06-30 16:57:38.320454+00:00,46.71601468,-114.01917077,1286.678,2025-06-30 16:38:13+00:00,DJI_20250630103856_0001_D.JPG,-90.0,180.0,-1.9,0.1,260.143,23052.0,3.5,100,11.08.02.02,17908.75,1181.1447,-14.652,120.18534667968765,22.128045184426664,10.633333333333333
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301103_022_0/,1,2025-06-30 17:08:10.063103+00:00,2025-06-30 17:16:26.224894+00:00,46.71796455,-114.02480646,1244.532,2025-06-30 17:07:27+00:00,DJI_20250630110809_0001_D.JPG,-89.9,0.0,-3.1,0.223606797749979,217.981,23052.0,4.0,110,11.08.02.02,19487.287,1144.7114,-14.652,114.47257421874997,23.213095871345775,11.133333333333333
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301230_023_5/,1,2025-06-30 18:33:06.776297+00:00,2025-06-30 18:57:56.175713+00:00,46.70841009,-114.00227451,1472.157,2025-06-30 18:32:14+00:00,DJI_20250630123304_0001_D.JPG,-90.0,180.0,-4.5,0.14142135623730953,-13.485,9228.0,4.0,100,11.08.02.02,21618.572,1364.49,-14.652,122.31900976562497,26.24857637895111,12.55
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301301_025_5/,1,2025-06-30 19:04:21.919674+00:00,2025-06-30 19:29:14.192741+00:00,46.70780404,-114.00791061,1414.551,2025-06-30 19:03:26+00:00,DJI_20250630130419_0001_D.JPG,-89.9,0.0,-9.2,0.5099019513592785,-71.072,46092.0,4.5,100,11.08.02.02,21899.689,1319.2484,-14.652,109.95458691406247,27.209133197546667,13.066666666666666
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506301333_027_5/,1,2025-06-30 19:36:59.328363+00:00,2025-06-30 19:59:32.820225+00:00,46.70732511,-114.01354602,1360.06,2025-06-30 19:36:05+00:00,DJI_20250630133657_0001_D.JPG,-89.9,0.0,-8.8,0.4,-125.686,-1.0,4.5,100,11.08.02.02,22334.408,1264.0262,-14.652,110.68575488281249,28.024720151253334,13.6
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011008_008_14/,1,2025-07-01 16:12:34.844751+00:00,2025-07-01 16:35:53.931565+00:00,46.68872322,-114.03202376,1189.177,2025-07-01 16:11:52+00:00,DJI_20250701101234_0001_D.JPG,-89.9,0.0,-6.3,0.5,175.547,-1.0,3.2,100,11.08.02.02,16007.914,1073.9324,-14.652,129.89662695312495,23.740326104810666,10.2
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011039_010_14/,1,2025-07-01 16:42:04.469274+00:00,2025-07-01 17:06:51.507057+00:00,46.68057698,-114.02639083,1159.166,2025-07-01 16:41:24+00:00,DJI_20250701104204_0001_D.JPG,-89.9,0.0,-5.8,0.2,145.733,23052.0,3.5,100,11.08.02.02,18121.754,1046.5972,-14.652,127.22083203124998,24.772607076565333,10.7
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011110_012_14/,1,2025-07-01 17:13:52.800148+00:00,2025-07-01 17:28:17.980013+00:00,46.68498566,-114.021884,1216.839,2025-07-01 17:13:11+00:00,DJI_20250701111352_0001_D.JPG,-89.9,0.0,-5.6,0.5,222.093,11532.0,4.0,110,11.08.02.02,19816.209,1097.1105,-14.652,134.38052636718749,25.839533411427556,11.216666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011136_013_14/,1,2025-07-01 17:40:20.413677+00:00,2025-07-01 17:53:24.388440+00:00,46.68224773,-114.01850534,1232.975,2025-07-01 17:39:38+00:00,DJI_20250701114020_0001_D.JPG,-89.9,0.0,-5.0,0.2,219.398,46092.0,4.5,110,11.08.02.02,21190.217,1137.1661,-14.652,110.46086230468745,26.677440551779554,11.666666666666666
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021029_014_16/,1,2025-07-02 16:35:25.999309+00:00,2025-07-02 16:54:31.542130+00:00,46.69034888,-113.99102624,1500.375,2025-07-02 16:34:42+00:00,DJI_20250702103527_0001_D.JPG,-89.9,0.0,-6.5,0.3,342.823,-1.0,2.8,150,11.08.02.02,9034.016,1391.6073,-14.652,123.41970019531254,23.207888236330668,10.583333333333334
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021059_016_16/,1,2025-07-02 17:04:26.742337+00:00,2025-07-02 17:23:53.199244+00:00,46.68648742,-114.00038817,1402.271,2025-07-02 17:03:43+00:00,DJI_20250702110428_0001_D.JPG,-90.0,180.0,-7.5,0.1,244.763,-1.0,4.0,100,11.08.02.02,19367.721,1291.1133,-14.652,125.80971875,24.74078067787378,11.066666666666666
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021134_018_16/,1,2025-07-02 17:38:31.936821+00:00,2025-07-02 18:00:34.901949+00:00,46.6830097,-113.99351257,1404.639,2025-07-02 17:37:45+00:00,DJI_20250702113833_0001_D.JPG,-90.0,180.0,-8.0,0.4,247.045,23052.0,3.5,110,11.08.02.02,20646.32,1280.6183,-14.652,138.67271386718744,25.820188877745778,11.633333333333333
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021204_020_16/,1,2025-07-02 18:08:05.872225+00:00,2025-07-02 18:23:53.140200+00:00,46.67953206,-113.99514583,1350.053,2025-07-02 18:07:11+00:00,DJI_20250702120807_0001_D.JPG,-89.9,0.0,-1.9,0.1,192.48,-1.0,4.5,110,11.08.02.02,20724.566,1237.5907,-14.652,127.11430175781265,26.76992901390222,12.133333333333333
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021319_021_11/,1,2025-07-02 19:22:03.315459+00:00,2025-07-02 19:47:07.557224+00:00,46.69397018,-114.00145984,1414.235,2025-07-02 19:21:12+00:00,DJI_20250702132204_0001_D.JPG,-89.9,0.0,-3.2,0.0,1.887,46092.0,4.5,100,11.08.02.02,23402.709,1306.5481,-14.652,122.33890429687494,29.198416492288,13.366666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021349_022_11/,1,2025-07-02 19:52:00.064808+00:00,2025-07-02 20:16:53.545032+00:00,46.69494664,-113.99585135,1508.891,2025-07-02 19:51:13+00:00,DJI_20250702135202_0001_D.JPG,-90.0,180.0,3.1,0.4,96.003,-1.0,4.0,100,11.08.02.02,21045.605,1410.8655,-14.652,112.67752148437512,30.14670087085511,13.866666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021419_023_11/,1,2025-07-02 20:22:23.221085+00:00,2025-07-02 20:42:39.164468+00:00,46.69507839,-113.99021861,1570.854,2025-07-02 20:21:31+00:00,DJI_20250702142224_0001_D.JPG,-89.9,0.0,0.5,0.5,157.188,46092.0,4.0,110,11.08.02.02,15973.309,1473.2567,-14.652,112.24928613281259,30.4,14.366666666666667
surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/_aborted/,1,2025-06-24 17:00:27.364577+00:00,2025-06-24 17:08:05.232948+00:00,46.71150959,-114.03384397,1146.968,2025-06-24 16:59:47+00:00,DJI_20250624110026_0001_D.JPG,-89.9,0.0,-16.5,1.3,120.507,4620.0,3.5,100,11.08.02.02,17542.451,1039.2135,-14.652,122.40649902343762,17.514442415651555,11.0
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071117_014_6/,1,2025-10-07 17:22:12.760513+00:00,2025-10-07 17:39:51.222409+00:00,46.70565424,-113.98600572,1782.545,2025-10-07 17:21:21+00:00,DJI_20251007112212_0001_D.JPG,-89.9,0.0,-16.1,0.6,297.268,-1.0,2.8,160,11.08.02.02,9850.766,1657.7036,-14.652,139.49338671875012,11.377443632597332,11.366666666666667
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071142_016_6/,1,2025-10-07 17:45:47.230379+00:00,2025-10-07 18:06:28.658763+00:00,46.70852531,-113.99051135,1736.843,2025-10-07 17:45:00+00:00,DJI_20251007114547_0001_D.JPG,-89.9,0.0,-7.1,0.1,251.518,23052.0,2.8,110,11.08.02.02,10103.363,1626.4037,-14.652,125.09131347656262,12.202551054421333,11.75
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071208_018_6/,1,2025-10-07 18:11:07.419138+00:00,2025-10-07 18:34:12.888257+00:00,46.70924926,-113.99502014,1600.495,2025-10-07 18:10:17+00:00,DJI_20251007121107_0001_D.JPG,-89.9,0.0,-7.5,0.1,115.178,-1.0,2.8,100,11.08.02.02,10417.869,1500.0642,-14.652,115.08279101562493,12.97809130752,12.183333333333334
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071237_020_6/,1,2025-10-07 18:40:11.366795+00:00,2025-10-07 18:56:09.856809+00:00,46.70950453,-114.0000905,1505.975,2025-10-07 18:39:17+00:00,DJI_20251007124010_0001_D.JPG,-89.9,0.0,1.2,0.6,20.644,-1.0,2.8,130,11.08.02.02,11941.831,1385.1147,-14.652,135.51225390624995,13.704736164586667,12.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071336_021_0/,1,2025-10-07 19:40:50.464817+00:00,2025-10-07 20:00:23.115944+00:00,46.71526254,-114.02991372,1196.957,2025-10-07 19:39:56+00:00,DJI_20251007134051_0001_D.JPG,-90.0,180.0,-2.5,0.31622776601683794,-95.365,5772.0,2.8,130,11.08.02.02,12203.777,1088.9579,-14.652,122.65111425781265,15.084890072768,13.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071404_023_0/,1,2025-10-07 20:07:47.453009+00:00,2025-10-07 20:17:30.914765+00:00,46.72407789,-114.0214592,1245.405,2025-10-07 20:06:51+00:00,DJI_20251007140748_0001_D.JPG,-90.0,180.0,-2.3,0.28284271247461906,-46.919,9228.0,2.8,110,11.08.02.02,11536.668,1133.9945,-14.652,126.06249316406252,15.603878446421334,14.116666666666667
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081141_012_12/,1,2025-10-08 17:43:39.312017+00:00,2025-10-08 18:03:16.747341+00:00,46.70434949,-113.98673617,1787.719,2025-10-08 17:42:45+00:00,DJI_20251008114341_0001_D.JPG,-89.9,0.0,-13.6,0.1,95.321,-1.0,2.8,170,11.08.02.02,10307.614,1675.4755,-14.652,126.8955361328126,15.082414675584,11.716666666666667
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081207_013_12/,1,2025-10-08 18:11:35.366509+00:00,2025-10-08 18:32:35.259762+00:00,46.69112074,-113.98279169,1560.555,2025-10-08 18:10:49+00:00,DJI_20251008121136_0001_D.JPG,-89.9,0.0,-8.1,0.3,-131.831,4620.0,2.8,100,11.08.02.02,10893.727,1459.293,-14.652,115.91403125000011,15.831788836352,12.183333333333334
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081236_015_12/,1,2025-10-08 18:40:05.303573+00:00,2025-10-08 18:59:17.200261+00:00,46.69090127,-113.97828519,1626.354,2025-10-08 18:39:12+00:00,DJI_20251008124007_0001_D.JPG,-89.9,0.0,-8.1,0.2,-66.096,3303.0,3.5,100,11.08.02.02,10934.892,1517.8202,-14.652,123.18580957031259,16.401767857664,12.666666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081302_017_12/,1,2025-10-08 19:05:31.027322+00:00,2025-10-08 19:07:52.945769+00:00,46.70366952,-113.97321235,1749.529,2025-10-08 19:04:38+00:00,DJI_20251008130533_0001_D.JPG,-89.9,0.0,2.9,0.7,57.074,-1.0,2.8,100,11.08.02.02,11984.062,1624.1715,-14.652,140.00949121093754,16.882756830528,13.083333333333334
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081401_018_15/,1,2025-10-08 20:04:39.254860+00:00,2025-10-08 20:25:43.195339+00:00,46.68964972,-114.01691798,1311.833,2025-10-08 20:03:40+00:00,DJI_20251008140440_0001_D.JPG,-89.9,0.0,-6.2,0.14142135623730953,135.159,46092.0,4.0,110,11.08.02.02,10803.427,1205.2869,-14.652,121.19813476562513,17.738785397226668,14.066666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081428_019_15/,1,2025-10-08 20:30:48.995709+00:00,2025-10-08 20:52:55.364765+00:00,46.68273847,-114.01241404,1266.824,2025-10-08 20:29:50+00:00,DJI_20251008143050_0001_D.JPG,-90.0,180.0,0.7,0.3,90.145,-1.0,3.2,110,11.08.02.02,11153.757,1153.4921,-14.652,127.98393457031261,17.956804959573333,14.5
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081456_020_15/,1,2025-10-08 20:59:51.979266+00:00,2025-10-08 21:19:40.300250+00:00,46.69001917,-114.00763854,1422.768,2025-10-08 20:58:51+00:00,DJI_20251008145953_0001_D.JPG,-89.9,0.0,-2.9,0.5,246.089,-1.0,3.2,100,11.08.02.02,10847.863,1327.409,-14.652,110.01094238281257,18.198886009173332,14.983333333333333
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510081522_021_15/,1,2025-10-08 21:25:35.878826+00:00,2025-10-08 21:43:40.502158+00:00,46.68472572,-114.00340026,1379.101,2025-10-08 21:24:40+00:00,DJI_20251008152536_0001_D.JPG,-90.0,180.0,-1.3,0.4,202.433,-1.0,3.2,110,11.08.02.02,9812.544,1277.651,-14.652,116.10199902343766,18.285326601443554,15.416666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091045_022_14/,1,2025-10-09 16:48:57.763915+00:00,2025-10-09 17:11:53.484807+00:00,46.68913596,-114.02978592,1202.392,2025-10-09 16:48:10+00:00,DJI_20251009104900_0001_D.JPG,-89.9,0.0,-6.9,0.31622776601683794,233.42,-1.0,2.8,160,11.08.02.02,6953.706,1096.6349,-14.652,120.4091123046876,13.674554808618668,10.8
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091115_023_14/,1,2025-10-09 17:18:17.793426+00:00,2025-10-09 17:42:23.199292+00:00,46.6772153,-114.02527835,1150.607,2025-10-09 17:17:31+00:00,DJI_20251009111821_0001_D.JPG,-89.9,0.0,-9.4,0.4,181.625,-1.0,2.8,160,11.08.02.02,8133.498,1045.6903,-14.652,119.56869238281251,15.062356545777778,11.3
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091145_025_14/,1,2025-10-09 17:49:54.681295+00:00,2025-10-09 18:09:34.300398+00:00,46.68823664,-114.01964663,1270.1,2025-10-09 17:49:06+00:00,DJI_20251009114957_0001_D.JPG,-89.9,0.0,-7.3,0.447213595499958,301.109,5132.0,3.5,100,11.08.02.02,10254.803,1164.1729,-14.652,120.57914843749995,16.37963978826667,11.816666666666666
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510091213_026_14/,1,2025-10-09 18:17:16.978539+00:00,2025-10-09 18:31:15.131236+00:00,46.68504662,-114.01570505,1275.222,2025-10-09 18:16:29+00:00,DJI_20251009121720_0001_D.JPG,-89.9,0.0,-1.5,0.3,306.216,46092.0,3.2,110,11.08.02.02,11549.99,1175.053,-14.652,114.82102148437502,17.174464472419558,12.283333333333333
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101259_027_3/,1,2025-10-10 19:03:09.319761+00:00,2025-10-10 19:22:44.728882+00:00,46.70161131,-114.03313203,1138.249,2025-10-10 19:02:22+00:00,DJI_20251010130308_0001_D.JPG,-89.9,0.0,2.3,0.5099019513592785,111.8,7691.0,2.8,100,11.08.02.02,12016.981,1031.8726,-14.652,121.02844140625007,20.352588822471112,13.05
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101326_029_3/,1,2025-10-10 19:29:36.096574+00:00,2025-10-10 19:44:47.805080+00:00,46.70871263,-114.03876731,1094.768,2025-10-10 19:28:45+00:00,DJI_20251010132936_0001_D.JPG,-90.0,180.0,1.4,0.447213595499958,68.331,-1.0,3.2,110,11.08.02.02,11764.914,985.6975,-14.652,123.72249023437507,20.793360159431113,13.483333333333333
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101349_030_3/,1,2025-10-10 19:53:26.453197+00:00,2025-10-10 20:10:04.534468+00:00,46.71728033,-114.04214969,1080.843,2025-10-10 19:52:33+00:00,DJI_20251010135326_0001_D.JPG,-89.9,0.0,2.3,0.5,54.441,-1.0,2.8,100,11.08.02.02,11533.795,971.30963,-14.652,124.18536865234387,21.190681443626666,13.883333333333333
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101413_031_3/,1,2025-10-10 20:15:55.214142+00:00,2025-10-10 20:31:44.254490+00:00,46.70543786,-114.04553081,1083.279,2025-10-10 20:15:02+00:00,DJI_20251010141554_0001_D.JPG,-89.9,0.0,1.4,0.7,56.866,-1.0,3.2,100,11.08.02.02,,965.2555,-14.652,132.67550683593754,21.353067452330666,14.25
surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510101434_032_3/,1,2025-10-10 20:37:39.302519+00:00,2025-10-10 20:44:22.155807+00:00,46.70489588,-114.05003731,1083.356,2025-10-10 20:36:46+00:00,DJI_20251010143739_0001_D.JPG,-89.9,0.0,1.3,0.6,56.932,7691.0,3.2,110,11.08.02.02,10699.464,965.32635,-14.652,132.6816450195313,21.425516806613334,14.616666666666667
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061150_007_16/,1,2025-10-06 17:56:37.137762+00:00,2025-10-06 18:13:05.513176+00:00,46.69026893,-114.0012528,1482.533,2025-10-06 17:55:49+00:00,DJI_20251006115634_0001_D.JPG,-89.9,0.0,-3.4,0.0,326.373,-1.0,3.5,110,11.08.02.02,11029.286,1381.3905,-14.652,115.79449707031245,8.038014316181332,11.933333333333334
