kind,prefix,photo,partner_prefix,partner_photo,dist_m,ok,scale,inliers,fine_detail_ratio,edge_px,partner_edge_px,dark_floor,partner_dark_floor,contrast_span_ratio,contrast_cv_ratio,why
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606261057_001_4/,83,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300849_002_4/,84,0.11333096477824595,True,1.003125412853033,208.0,0.5754566645283369,2.8226450936722127,2.4195205971006173,0.7404580152671756,0.5546218487394958,0.5114503816793893,0.5201492936658788,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271147_003_20/,144,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202605021408_032_15/,272,6.068484659848136,True,1.0268566584095895,400.0,1.5369883416859316,3.198986707653773,3.4665189561792222,0.49242424242424243,0.6194029850746269,1.3305383936451898,1.2859754959634369,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,67,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,208,15.179165046530374,True,0.9804128580144241,500.0,0.7903731583968086,3.2375678610206298,2.899055939955436,0.344,0.373015873015873,1.0383614457831327,1.0228135635827629,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,108,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,236,17.15572571350376,True,0.9790997504039132,186.0,0.41436559709651105,3.805127861828893,3.0860773792713925,0.549618320610687,0.5,0.95186598812553,0.9765058496102359,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,148,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,266,13.728799103468209,True,0.9772457111100898,164.0,0.8339606194095927,3.683940131852468,3.2989006082928736,0.4338235294117647,0.5620437956204379,1.1851211072664358,1.1111524449953798,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,189,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,205,31.1677037671615,True,1.0154789368003023,186.0,0.7386957599048317,3.293789929451661,2.8460872237588357,0.6397058823529411,0.5693430656934306,0.879144385026738,0.8493647753685247,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,230,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,293,24.890093081410697,True,1.021559835859072,233.0,0.9338090184721831,3.336834208552138,3.039032114679409,0.572463768115942,0.5895522388059702,1.0383125269048645,1.0472989945247442,
control,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,270,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,321,16.703322158669444,True,1.0409281428463792,183.0,0.8315822035948613,3.554981708629223,3.055520768106867,0.5441176470588235,0.5703125,0.9925133689839571,0.977963209567568,
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,57,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300849_002_4/,144,4.973344252378767,False,,,,,,,,,,no registration
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,92,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300849_002_4/,179,4.520347582663844,False,,,,,,,,,,no registration
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,127,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606301025_010_10/,312,1.4621288289233618,True,0.9967955356503924,536.0,0.927675415380254,2.8950332821300564,2.8355928556057672,0.10810810810810811,0.22857142857142856,1.056922844632342,1.1611915515246274,
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,162,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606261057_001_4/,97,2.770667085559644,True,1.0181188106424826,59.0,0.8560031763006642,2.726574500768049,2.5202868294454026,0.14035087719298245,0.47540983606557374,1.4129660087719298,1.7405162450381377,
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,197,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231301_009_1/,184,8.678482643902083,False,,,,,,,,,,no registration
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606231033_001_5/,267,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606300849_002_4/,13,0.7451052018925495,True,0.9990894092665138,90.0,0.5881360863115656,2.895958124224273,2.5674306734578383,0.23741007194244604,0.5161290322580645,1.1365840660804691,1.2086160116384437,
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011027_013_8/,76,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607011018_010_3/,50,15.394442350104127,False,,,,,,,,,,scale 1.25
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011027_013_8/,134,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251311_016_13/,200,21.749798005834045,False,,,,,,,,,,no registration
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011027_013_8/,278,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607010952_009_3/,433,11.90686804380828,False,,,,,,,,,,scale 1.19
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607011027_013_8/,335,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606251311_016_13/,47,22.068059579472944,False,,,,,,,,,,no registration
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,92,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,24,6.879687182584624,True,0.9538260589285744,207.0,1.0640540903859974,2.7858857284740806,2.8360775605264585,0.17886178861788618,0.192,1.0106142728093948,0.9965345219719731,
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,104,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,6,10.160750969413241,True,0.8983868047197506,381.0,0.9693256976562694,2.9918042215448324,2.9947791164658635,0.3283582089552239,0.35,0.9870356247957295,0.9911512606142702,
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,128,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,82,7.0919152428440055,True,0.99478885437027,336.0,1.076656434694451,2.725398313027179,2.7765357005863334,0.42962962962962964,0.43795620437956206,1.0415204678362573,1.0252679762420263,
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,140,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,63,13.106776039667668,True,0.999373577678807,262.0,1.0147353068825258,3.1400419407658497,3.128632431233363,0.2706766917293233,0.2898550724637681,1.07085020242915,1.0594485127213153,
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,152,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,44,7.880184234503896,True,0.9802314019492082,230.0,1.081335559330504,2.6786219915054272,2.690879064352817,0.19491525423728814,0.21374045801526717,1.0686123447838303,1.0093953555896216,
control,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,164,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,134,21.967576707526,True,0.9747836778747897,187.0,1.0554343870513452,2.777506045284678,2.7832833378783746,0.234375,0.24242424242424243,1.0198549723756907,1.0027368028210122,
control,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,49,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,84,3.4016101185833505,True,0.9552534388518013,498.0,1.029057700746975,2.8759622652072894,2.9287972508591067,0.17857142857142858,0.1743119266055046,0.9670154686078253,1.0116943839507908,
control,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,79,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,117,9.969319845274876,True,1.0014350127460625,388.0,0.931604724039102,2.867813956147623,2.8691506818310417,0.5373134328358209,0.5507246376811594,1.0025095760137368,0.9992773886557974,
control,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,108,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,150,6.870831918185308,True,0.9871209863346165,399.0,0.8746353250876845,3.144068035256681,3.1228464419475657,0.5036496350364964,0.49264705882352944,0.9706407137064071,0.9703996386075301,
control,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,138,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,184,6.259604645916848,True,1.0036156401776304,197.0,0.9947492886138585,2.657559149846277,2.7752410356407755,0.11818181818181818,0.0990990990990991,1.004375531011045,1.0282766502511598,
control,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,197,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,233,5.296862185675948,True,0.9949956211412072,365.0,0.9688891786004348,3.3972289231149873,3.4412870159453304,0.4523809523809524,0.41935483870967744,0.9706457925636007,0.9798178077302211,
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300933_007_10/,79,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606251047_018_15/,586,6.270019306805233,False,,,,,,,,,,no registration
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300933_007_10/,187,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606251047_018_15/,431,5.480146185343575,True,0.929862320132001,218.0,2.7702120712297007,2.6301990932387147,3.4268554417058987,0.532258064516129,0.6691729323308271,1.5780496848350019,1.5672658723899677,
control,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606300933_007_10/,295,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606251047_018_15/,268,22.45459944209622,True,0.9995111244894841,71.0,2.805389295272409,2.6022841878594596,3.2620919631657848,0.3826086956521739,0.4634146341463415,1.2478260869565216,1.2469367253351409,
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221104_003_16/,88,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221228_008_20/,383,9.549850037995455,False,,,,,,,,,,scale 1.15
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221104_003_16/,165,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241131_009_11/,386,1.4902094656986096,True,0.9924652675671728,397.0,1.0383566355073923,2.6114782700645023,2.6511865740133733,0.0784313725490196,0.07079646017699115,1.0626250500200078,1.0842385069429519,
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221104_003_16/,241,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221228_008_20/,396,20.5029226514473,False,,,,,,,,,,scale 1.22
control,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221121_004_19/,48,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606251047_018_15/,347,6.72742441798718,True,0.8519067427291797,498.0,1.5224521478730715,2.9014642739183087,3.2230442310719347,0.45384615384615384,0.6,1.3737980769230769,1.4224763999044647,
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221038_002_16/,50,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241105_008_11/,347,0.6602693728120734,True,1.0091840323027423,323.0,1.0752501276498854,3.0423961878829133,3.1010157413316315,0.25663716814159293,0.37815126050420167,1.1468662868226451,1.179982470813625,
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221038_002_16/,202,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241105_008_11/,505,2.8851736821936975,True,1.0410488087933794,421.0,1.015653884064749,2.910323709536308,2.937202716449919,0.15178571428571427,0.2,1.0899014778325122,1.105531545864285,
control,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606221038_002_16/,353,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606241131_009_11/,62,11.00548486625526,True,1.0820211561005266,196.0,0.9869348672594617,2.7479058635819706,2.724476387138298,0.12173913043478261,0.11570247933884298,1.0521739130434782,1.1184033039290606,
