kind,drone_1,drone_2,prefix_1,photo_1,prefix_2,photo_2,year,season,dist_m,hours_apart,irradiance_1,irradiance_2,G_dn_1,G_dn_2,G_camera_1,G_camera_2,G_reflectance_1,G_reflectance_2,R_dn_1,R_dn_2,R_camera_1,R_camera_2,R_reflectance_1,R_reflectance_2,RE_dn_1,RE_dn_2,RE_camera_1,RE_camera_2,RE_reflectance_1,RE_reflectance_2,NIR_dn_1,NIR_dn_2,NIR_camera_1,NIR_camera_2,NIR_reflectance_1,NIR_reflectance_2,ok,why
cross,red,blue,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071241_006_5/,558,surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071237_020_6/,235,2025,fall,17.726334221812163,0.2026979388888889,14339.686,11849.402,13328.0,13328.0,160.34361267089844,141.70361328125,0.005583646707236767,0.005967350676655769,8752.0,8688.0,150.60287475585938,132.98870849609375,0.006487256847321987,0.0068068900145590305,15232.0,15440.0,115.7450942993164,108.09298706054688,0.008441226556897163,0.008934661746025085,14176.0,13872.0,108.5887222290039,87.2364501953125,0.010473497211933136,0.0109254140406847,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,152,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,44,2026,spring,7.880125816684684,0.49500796305555556,21411.293,16774.162,13568.0,13360.0,179.35182189941406,166.41224670410156,0.004182816483080387,0.004950413946062326,9008.0,8704.0,152.834228515625,138.84063720703125,0.004457149654626846,0.005085846874862909,16192.0,16400.0,174.40701293945312,171.9515380859375,0.008530243299901485,0.010069348849356174,14640.0,14256.0,165.44232177734375,140.81820678710938,0.010910190641880035,0.012650087475776672,True,
cross,red,blue,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071329_007_1/,40,surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071404_023_0/,161,2025,fall,13.04636686715138,0.6707134905555555,14468.858,11800.717,12832.0,13408.0,131.38050842285156,127.99666595458984,0.004534220322966576,0.005412368103861809,8896.0,9120.0,127.4415283203125,124.77491760253906,0.005450644996017218,0.006406554486602545,15568.0,15440.0,101.09605407714844,100.91043090820312,0.007361108437180519,0.008356405422091484,14448.0,14624.0,95.34800720214844,86.15145874023438,0.009138913825154305,0.010749807581305504,True,
cross,red,blue,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606250959_011_18/,76,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606251021_017_15/,280,2026,summer,4.5239018264384265,0.48676480972222225,14640.779,18066.896,12432.0,13088.0,139.0662384033203,178.3990020751953,0.004743112251162529,0.004927264992147684,8480.0,8688.0,125.69637298583984,160.08889770507812,0.005363219417631626,0.00533670000731945,14640.0,14896.0,135.79937744140625,176.18661499023438,0.009956415742635727,0.00947713665664196,12800.0,12864.0,143.66726684570312,161.22000122070312,0.013312180526554585,0.012357966974377632,True,
cross,red,blue,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241132_009_9/,233,surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241143_002_4/,300,2025,summer,9.007406485263113,0.14116010444444443,19800.996,16721.758,13616.0,13376.0,190.1613006591797,182.61679077148438,0.004795578774064779,0.005449489690363407,9392.0,8960.0,174.4450225830078,168.54522705078125,0.005481654778122902,0.006153696216642857,16576.0,16176.0,197.73492431640625,202.91360473632812,0.010470820590853691,0.011976636946201324,14464.0,14400.0,196.60289001464844,182.51927185058594,0.013622567057609558,0.01623508706688881,True,
cross,red,blue,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606241108_006_12/,210,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606241101_014_7/,349,2026,summer,7.627206638546001,0.12838596166666666,20260.684,14454.774,12656.0,12960.0,98.66726684570312,85.26599884033203,0.0024317833594977856,0.0029434836469590664,7040.0,7664.0,46.23065948486328,42.428077697753906,0.0014280806062743068,0.0017998481635004282,17056.0,16624.0,144.43276977539062,128.5569610595703,0.007666129618883133,0.008739326149225235,14064.0,14048.0,162.33590698242188,133.6593017578125,0.011272027157247066,0.013584189116954803,True,
cross,red,blue,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606301025_010_10/,238,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606301005_007_9/,304,2026,summer,9.24784539516543,0.29711228805555556,15755.906,12055.355,12176.0,12000.0,104.0447998046875,95.34136962890625,0.003297485876828432,0.003946376033127308,7888.0,8288.0,80.09912109375,79.20649719238281,0.0030840830877423286,0.003856769297271967,15168.0,15168.0,116.40794372558594,116.1119384765625,0.0076669189147651196,0.009042472578585148,13344.0,13376.0,122.88824462890625,112.01470184326172,0.010016527958214283,0.012092201970517635,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301211_019_6/,228,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,482,2026,spring,16.320876149972047,0.07750646138888889,20814.871,17179.756,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,blue,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021204_020_16/,212,surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507021133_013_20/,340,2025,summer,4.627720992931457,0.4950071675,21105.781,16537.49,16048.0,15824.0,246.79757690429688,221.34376525878906,0.005839093122631311,0.006678743287920952,11328.0,11376.0,233.82156372070312,218.43365478515625,0.006968787871301174,0.008141659200191498,16640.0,17088.0,195.53018188476562,194.3609619140625,0.010103159584105015,0.012088797055184841,13872.0,13648.0,187.43679809570312,159.14974975585938,0.012421119958162308,0.014439670369029045,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301211_019_6/,244,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,507,2026,spring,5.378183335568234,0.07661635888888889,21474.559,16907.865,13872.0,13936.0,107.09970092773438,104.17971801757812,0.0024904045276343822,0.0030746199190616608,9376.0,9488.0,81.07904052734375,82.43375396728516,0.0023492700420320034,0.002978392643854022,17072.0,17712.0,120.77308654785156,126.99028778076172,0.00589080760255456,0.007323812693357468,13968.0,14976.0,112.90229797363281,110.62637329101562,0.007396306376904249,0.009822013787925243,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301211_019_6/,230,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,484,2026,spring,5.66703304271812,0.07667652222222222,20770.516,16685.33,13040.0,13328.0,158.30813598632812,154.8449249267578,0.0038059395737946033,0.0046308343298733234,8624.0,8896.0,130.2161865234375,129.8198699951172,0.003906882833689451,0.004751349799335003,15184.0,15472.0,165.5262451171875,170.09446716308594,0.008334231562912464,0.00991562008857727,13280.0,13712.0,152.6476593017578,142.6338348388672,0.010364210233092308,0.012868083082139492,True,
cross,red,blue,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606241210_010_12/,157,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606241127_015_7/,436,2026,summer,8.821663307374221,0.6319453736111111,22409.689,16372.82,14416.0,14824.0,186.09481811523438,150.58380126953125,0.004146716557443142,0.0045893569476902485,8080.0,8464.0,111.2199935913086,87.1549072265625,0.0031166744884103537,0.00327191106043756,16624.0,16896.0,221.06622314453125,191.61074829101562,0.010661246255040169,0.011640748009085655,13760.0,14768.0,222.36563110351562,186.94100952148438,0.014097383245825768,0.017068373039364815,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301211_019_6/,251,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,518,2026,spring,6.954715131857732,0.07651474055555554,21365.57,16769.129,17568.0,18784.0,182.98841857910156,181.94451904296875,0.004276761785149574,0.005414091050624847,11456.0,12288.0,152.70550537109375,158.21441650390625,0.004449359141290188,0.005764716304838657,20688.0,21040.0,182.7020263671875,187.078125,0.008959010243415833,0.01086746621876955,16896.0,17744.0,167.74620056152344,156.0461883544922,0.011041689664125443,0.013935687020421028,True,
cross,red,blue,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071241_006_5/,503,surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071237_020_6/,207,2025,fall,7.685280372410051,0.19420380777777776,15306.052,11967.183,13472.0,14000.0,137.57687377929688,127.56282043457031,0.004488364793360233,0.005318990908563137,8944.0,9504.0,129.12753295898438,125.16754150390625,0.005191695876419544,0.006349673494696617,15344.0,15728.0,102.42227172851562,101.48755645751953,0.006962102372199297,0.008329622447490692,14176.0,13968.0,95.07901000976562,81.21156311035156,0.00862017273902893,0.010127990506589413,True,
cross,red,blue,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506241132_009_9/,335,surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241143_002_4/,447,2025,summer,9.165367285836998,0.140399795,19984.025,16791.383,13328.0,12480.0,190.6890869140625,177.38589477539062,0.0047648451291024685,0.005271445028483868,9104.0,8640.0,179.18353271484375,171.31382751464844,0.005583625286817551,0.006230093538761139,16304.0,15712.0,187.27610778808594,189.06210327148438,0.009794157929718494,0.011167727410793304,14480.0,13744.0,182.00148010253906,162.130615234375,0.012419765815138817,0.014417272992432117,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301211_019_6/,334,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,373,2026,spring,9.110843083236176,0.07923375305555555,21157.051,16738.766,13056.0,13008.0,173.22064208984375,169.06454467773438,0.004088372457772493,0.005039948970079422,8704.0,9072.0,157.45697021484375,159.21139526367188,0.00463377870619297,0.005818852689117193,15888.0,15856.0,188.9884033203125,192.5333251953125,0.009330978617072105,0.01120460033416748,13856.0,13744.0,175.01669311523438,155.22616577148438,0.011659055948257446,0.013976908288896084,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604281158_013_8/,261,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,141,2026,spring,13.78017623789491,0.7021900077777777,22014.514,19343.58,11840.0,12464.0,120.5539779663086,186.05494689941406,0.0027345027774572372,0.0047995601780712605,8160.0,8528.0,113.043701171875,177.4923095703125,0.0032175681553781033,0.00558822974562645,14128.0,15600.0,141.60113525390625,240.21363830566406,0.00681852363049984,0.012044250965118408,12544.0,13584.0,139.29547119140625,207.99383544921875,0.008998245000839233,0.015768039971590042,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301348_022_0/,135,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,70,2026,spring,7.767918218946298,0.46601470250000004,21618.102,16678.168,13456.0,13936.0,184.9327392578125,178.9644775390625,0.004271714016795158,0.005354458466172218,9360.0,9504.0,164.26882934570312,157.39788818359375,0.004744758363813162,0.0058006723411381245,15744.0,16128.0,169.21385192871094,168.25669860839844,0.008200031705200672,0.009890633635222912,14032.0,14000.0,157.25460815429688,136.63815307617188,0.010271025821566582,0.012384919449687004,True,
cross,red,blue,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071241_006_5/,443,surveys/2025_front_country/fall/data_collection/M3M-blue/DCIM/DJI_202510071237_020_6/,273,2025,fall,14.983151690233498,0.10782459777777777,14368.419,11472.359,14240.0,13648.0,193.83377075195312,173.50367736816406,0.0067363763228058815,0.007546628825366497,9440.0,9552.0,187.00222778320312,176.49420166015625,0.008041460067033768,0.009378530085086823,16240.0,16608.0,139.40496826171875,137.45361328125,0.01016066875308752,0.011790324933826923,15200.0,14544.0,125.42464447021484,105.2231674194336,0.012094991281628609,0.013630031608045101,True,
cross,red,blue,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301142_017_6/,133,surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011230_034_11/,73,2026,spring,3.2208654853288947,24.75884546388889,20096.703,16780.303,13952.0,14496.0,157.54653930664062,176.6134033203125,0.003914623521268368,0.005251954309642315,9440.0,9584.0,137.20245361328125,152.43328857421875,0.004246204160153866,0.005562139675021172,16352.0,16880.0,151.7774200439453,177.92465209960938,0.007881203666329384,0.010310981422662735,13808.0,13968.0,137.52749633789062,137.7808837890625,0.009713295847177505,0.012441784143447876,True,
cross,red,green,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231051_003_2/,294,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231107_003_6/,541,2026,summer,17.18871759920103,0.27027229027777777,18869.408,16447.93,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101341_034_4/,202,surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091326_010_9/,288,2025,fall,14.060822722609297,24.261614081666668,14041.889,12466.131,13840.0,15376.0,148.87808227539062,159.05392456054688,0.005294331349432468,0.006300170905888081,9184.0,10320.0,138.1380615234375,157.934326171875,0.006088933441787958,0.007331884931772947,16576.0,18848.0,118.50857543945312,139.93917846679688,0.009016452357172966,0.01092381589114666,15696.0,17264.0,118.54234313964844,115.263427734375,0.011678773909807205,0.013849349692463875,True,
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202605021242_026_15/,58,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605021247_038_18/,213,2026,spring,14.886116615110462,0.11033907861111111,21947.48,15753.066,14160.0,13360.0,215.13551330566406,180.96588134765625,0.004894781857728958,0.005672457627952099,9664.0,8880.0,184.81649780273438,157.99673461914062,0.005231725051999092,0.005873481743037701,16544.0,14720.0,216.91903686523438,186.135009765625,0.010332461446523666,0.011377288028597832,14032.0,13376.0,197.97877502441406,155.40972900390625,0.012563345953822136,0.014976934529840946,True,
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202605011203_024_7/,106,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605011105_032_12/,255,2026,spring,18.98621999437769,0.8925045769444445,20342.143,14685.382,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101318_032_4/,215,surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091349_011_9/,201,2025,fall,11.21935242639319,23.556638180555556,14821.088,12216.387,12800.0,12880.0,127.62015533447266,131.2947998046875,0.004299769178032875,0.005306942388415337,8240.0,8464.0,112.17448425292969,123.05943298339844,0.004673919640481472,0.005827507935464382,15392.0,15344.0,104.79967498779297,115.46702575683594,0.007518844213336706,0.009074181318283081,14352.0,13984.0,102.5836181640625,95.60910034179688,0.009540734812617302,0.011542883701622486,True,
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261110_018_7/,90,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506261118_017_12/,39,2025,summer,10.200592254284269,0.048792435555555555,18685.402,15815.289,13488.0,12480.0,115.67622375488281,116.05278015136719,0.00309134554117918,0.003623414784669876,7696.0,6576.0,63.5872688293457,65.30016326904297,0.002133538480848074,0.00242504570633173,17040.0,15936.0,156.14137268066406,171.67481994628906,0.009045468643307686,0.010698732919991016,14736.0,14112.0,180.6932830810547,166.8810577392578,0.013641571626067162,0.015855588018894196,True,
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301142_017_6/,67,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202604301150_028_2/,89,2026,spring,17.402705035388703,0.14461229833333333,20145.021,16278.814,6832.0,5648.0,40.59636306762695,37.22386169433594,0.0010062949731945992,0.00112911534961313,3728.0,2992.0,25.480642318725586,24.152069091796875,0.0007860090117901564,0.0008652359247207642,10912.0,9152.0,60.226043701171875,60.009422302246094,0.003111733589321375,0.0035448328126221895,11104.0,9504.0,77.62471008300781,64.42739868164062,0.0054212454706430435,0.006121339276432991,True,
cross,red,green,surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021346_022_16/,145,surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011330_009_15/,330,2025,spring,16.843734929895998,24.167139452222223,20999.188,17309.84,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011136_013_14/,255,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011213_014_15/,81,2025,summer,12.007158777006403,0.4499478161111111,20906.664,17451.805,13504.0,13792.0,251.55923461914062,261.9251708984375,0.006008435972034931,0.007410994730889797,9152.0,9296.0,249.14584350585938,270.462158203125,0.007472904399037361,0.009140350855886936,16112.0,16656.0,198.06805419921875,218.881103515625,0.010160361416637897,0.012371715158224106,15424.0,15424.0,187.54815673828125,176.66497802734375,0.012582714669406414,0.015334618277847767,True,
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021319_021_11/,38,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/_repeat/,75,2025,summer,6.73695637430292,47.43535266027778,23419.697,18186.68,13472.0,13680.0,251.61578369140625,257.38641357421875,0.005364910699427128,0.006988304667174816,8752.0,9152.0,246.04110717773438,268.95758056640625,0.00658714585006237,0.008732769638299942,15344.0,15424.0,207.90928649902344,221.760009765625,0.009615638293325901,0.011987419798970222,13680.0,14160.0,193.30902099609375,180.91143798828125,0.011479394510388374,0.015136923640966415,True,
cross,red,green,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231051_003_2/,59,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231135_004_6/,241,2026,summer,18.884797504456916,0.7387481408333334,16569.262,16986.35,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301142_017_6/,63,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202604301150_028_2/,87,2026,spring,17.4226918630297,0.16510026055555557,20027.342,16314.998,8896.0,8464.0,42.377201080322266,42.825504302978516,0.0010566103737801313,0.0012961495667696,5520.0,5152.0,27.28280258178711,27.56350326538086,0.0008468913147225976,0.0009848155314102769,11968.0,11136.0,57.54472732543945,61.9315185546875,0.0030055814422667027,0.0036539393477141857,10464.0,9712.0,67.8195571899414,60.74217224121094,0.0048291957937181,0.005761945620179176,True,
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011136_013_14/,239,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011213_014_15/,57,2025,summer,16.205505087050128,0.4496307191666667,20836.24,17455.787,13280.0,14496.0,243.45309448242188,271.70428466796875,0.005834476090967655,0.007685935590416193,8944.0,9856.0,236.8073272705078,278.32806396484375,0.0071251834742724895,0.009405374526977539,15376.0,16560.0,183.6248779296875,215.14979553222656,0.009429620578885078,0.012146297842264175,13648.0,14832.0,157.30252075195312,166.72967529296875,0.010609863325953484,0.014471489004790783,True,
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507011136_013_14/,244,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202507011213_014_15/,65,2025,summer,12.210879974315892,0.45000266083333335,20844.824,17504.357,12432.0,12944.0,240.33499145507812,260.063232421875,0.005757377482950687,0.007336221635341644,7920.0,8880.0,225.93994140625,275.6192626953125,0.006798611022531986,0.009288078173995018,14240.0,15216.0,176.95803833007812,207.04592895507812,0.009090912528336048,0.011644834652543068,13408.0,14192.0,160.94998168945312,164.19976806640625,0.010841244831681252,0.014214860275387764,True,
cross,red,green,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101318_032_4/,212,surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091349_011_9/,198,2025,fall,9.432540344799166,23.556687110555558,14259.496,11908.812,13968.0,14192.0,148.13442993164062,150.1932373046875,0.005187495611608028,0.006227612495422363,9328.0,9424.0,136.2193603515625,144.3887939453125,0.005914987996220589,0.007007124833762646,16048.0,16672.0,114.38766479492188,127.52461242675781,0.008456908166408539,0.010293353348970413,14880.0,15200.0,111.22932434082031,104.22602844238281,0.010662499815225601,0.012971468269824982,True,
cross,red,green,surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021303_020_16/,406,surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011330_009_15/,320,2025,spring,9.26061226539881,23.658707823055558,21493.246,17315.873,14064.0,14464.0,265.5224304199219,262.2118225097656,0.00616886280477047,0.007477346807718277,9584.0,9936.0,249.33273315429688,256.32928466796875,0.007244468200951815,0.008731838315725327,16272.0,16688.0,220.77957153320312,229.19395446777344,0.010745720006525517,0.0129135362803936,14288.0,14928.0,196.26837158203125,179.3649444580078,0.012797906994819641,0.016075370833277702,True,
cross,red,green,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202606231051_003_2/,297,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202606231107_003_6/,396,2026,summer,17.527589242313237,0.18642688916666666,19813.215,15937.144,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021303_020_16/,47,surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011330_009_15/,302,2025,spring,6.443319163670603,23.38881317,21260.562,17376.248,14448.0,15104.0,209.23147583007812,223.7496337890625,0.004914260469377041,0.0063583729788661,9744.0,10224.0,180.2410888671875,204.5410614013672,0.005302296951413155,0.0069407084956765175,16928.0,17536.0,191.68661499023438,210.2025604248047,0.009457463398575783,0.011791447177529335,15024.0,15504.0,174.77227783203125,166.75982666015625,0.011572913266718388,0.01482732780277729,True,
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301142_017_6/,284,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202604301118_026_2/,318,2026,spring,18.367849763946918,0.453131805,20196.117,15161.294,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2026_front_country/summer/data_collection/M3M-red/DCIM/DJI_202607010956_011_8/,73,surveys/2026_front_country/summer/data_collection/M3M-green/DCIM/DJI_202607011047_012_3/,290,2026,summer,15.710894251798223,0.9839314447222223,14265.418,15900.764,13600.0,13728.0,89.86428833007812,97.66561126708984,0.003145636757835746,0.003032936714589596,8832.0,8336.0,57.980003356933594,62.16040802001953,0.002553314436227083,0.00229107728227973,21616.0,19568.0,131.13674926757812,130.34268188476562,0.010081227868795395,0.00817904807627201,17888.0,17536.0,147.87200927734375,131.88412475585938,0.014391434378921986,0.012379631400108337,True,
cross,red,green,surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021303_020_16/,404,surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011330_009_15/,254,2025,spring,10.666820795369205,23.69415584111111,21296.096,17493.695,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202605011203_024_7/,101,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202605011105_032_12/,497,2026,spring,14.020438099477818,0.7529803655555556,19993.729,15406.955,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101318_032_4/,319,surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091349_011_9/,61,2025,fall,8.656208312220269,23.724413524444447,15003.179,11822.153,13024.0,12896.0,129.52001953125,127.57359313964844,0.004310816526412964,0.005328485742211342,8720.0,8688.0,118.77294921875,122.48736572265625,0.004896980710327625,0.006007770076394081,15472.0,15360.0,106.26486206054688,111.88253784179688,0.007599142380058765,0.009151620790362358,14352.0,13984.0,102.53702545166016,92.55316162109375,0.009513591416180134,0.011616796255111694,True,
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202507021319_021_11/,41,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/_repeat/,72,2025,summer,7.472444359127195,47.43943792361111,22913.176,18440.818,13840.0,13984.0,262.29052734375,258.89605712890625,0.005716145038604736,0.006932420656085014,9328.0,9248.0,271.881591796875,273.37042236328125,0.007468650117516518,0.00875137373805046,15808.0,15104.0,211.3267822265625,213.2704315185547,0.010011067613959312,0.011389179155230522,14496.0,14352.0,200.153564453125,178.17063903808594,0.012107755988836288,0.014708909206092358,True,
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301111_016_6/,338,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202604301150_028_2/,321,2026,spring,19.056006250173194,0.5873273233333334,19650.68,16854.176,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2026_front_country/spring/data_collection/M3M-red/DCIM/DJI_202604301142_017_6/,178,surveys/2026_front_country/spring/data_collection/M3M-green/DCIM/DJI_202604301118_026_2/,485,2026,spring,17.646587928297368,0.25767565861111114,20258.701,15668.783,,,,,,,,,,,,,,,,,,,,,,,,,False,no registration
cross,red,green,surveys/2025_front_country/summer/data_collection/M3M-red/DCIM/DJI_202506261110_018_7/,49,surveys/2025_front_country/summer/data_collection/M3M-green/DCIM/DJI_202506261118_017_12/,64,2025,summer,8.284095361071849,0.09551696750000001,19100.928,15436.985,12704.0,13440.0,119.44464874267578,129.7023468017578,0.0031226130668073893,0.004148824140429497,6224.0,6544.0,66.74513244628906,77.424072265625,0.002183855976909399,0.002950778929516673,15296.0,16096.0,144.80552673339844,162.11581420898438,0.00817137397825718,0.010403748601675034,13360.0,13744.0,162.08914184570312,149.51666259765625,0.011850121431052685,0.014641212299466133,True,
same drone,blue,blue,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221320_010_20/,377,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221228_008_20/,374,2026,summer,0.7112238599165037,0.8713507352777777,23476.02,16848.627,15904.0,16304.0,245.97604370117188,183.45449829101562,0.005228359252214432,0.005433265119791031,10496.0,11248.0,202.8516845703125,156.6725616455078,0.0052873240783810616,0.005760244093835354,17888.0,19024.0,277.05828857421875,207.51361083984375,0.011307753622531891,0.012112494558095932,14176.0,14768.0,249.30064392089844,180.66412353515625,0.014643034897744656,0.015421750023961067,True,
same drone,blue,blue,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221320_010_20/,174,surveys/2026_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202606221228_008_20/,171,2026,summer,8.227514341327312,0.8715218669444444,22709.389,18026.285,13568.0,14112.0,254.5787353515625,206.26699829101562,0.005593887530267239,0.005709796212613583,8912.0,9136.0,226.149658203125,178.68592834472656,0.006077837198972702,0.006084928289055824,15456.0,15808.0,236.7994842529297,180.70005798339844,0.010209713131189346,0.010000674985349178,13216.0,13840.0,197.3296356201172,151.3018798828125,0.012530491687357426,0.01258651353418827,True,
